const,LotArea,OverallQual,Age,GrLivArea,FullBath,CentralAir_Y,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010
1.0,13173,9,16,1652,2,1,0,0,0,0,0,1,0
1.0,6955,7,17,1368,2,1,0,1,0,0,0,0,0
1.0,8072,5,28,990,1,1,0,0,1,0,0,1,0
1.0,12000,5,74,1122,1,1,0,1,0,0,1,0,0
1.0,7153,6,31,1294,2,1,0,1,0,0,1,0,0
1.0,17500,7,63,1902,2,1,0,0,0,0,0,0,1
1.0,8814,7,17,1274,2,1,0,1,0,1,0,0,0
1.0,9572,8,32,2810,2,1,0,1,0,1,0,0,0
1.0,14774,9,23,2599,2,1,0,1,0,0,0,0,1
1.0,8190,4,68,948,1,1,0,0,1,1,0,0,0
1.0,11075,6,53,2112,2,1,0,0,1,0,1,0,0
1.0,10226,8,14,1630,2,1,0,0,0,0,0,1,0
1.0,4230,7,16,1352,2,1,0,1,0,1,0,0,0
1.0,14781,8,21,1787,2,1,0,1,0,0,0,0,0
1.0,10215,4,68,948,1,1,0,0,1,1,0,0,0
1.0,8400,6,65,1478,1,1,0,0,1,0,0,1,0
1.0,6627,3,73,720,1,0,0,0,1,0,1,0,0
1.0,10186,7,30,1923,2,1,0,1,0,0,0,0,1
1.0,5330,4,82,708,1,1,1,0,0,0,0,1,0
1.0,9986,8,16,1795,2,1,0,1,0,1,0,0,0
1.0,3636,4,100,796,1,0,0,0,1,0,1,0,0
1.0,4270,3,91,774,1,1,0,1,0,1,0,0,0
1.0,6600,5,40,816,1,1,0,1,0,0,1,0,0
1.0,10440,6,102,2792,2,1,0,0,1,0,1,0,0
1.0,9084,7,24,1632,2,1,0,0,1,0,0,0,0
1.0,10000,8,16,1588,2,1,0,1,0,1,0,0,0
1.0,10780,5,46,954,1,1,0,0,1,0,0,0,0
1.0,8877,4,84,816,1,1,0,0,1,0,0,1,0
1.0,7200,5,84,1360,1,1,0,1,0,0,0,0,0
1.0,2368,5,52,1365,1,1,0,0,1,0,0,1,0
1.0,9650,6,45,1334,2,1,0,0,1,0,0,1,0
1.0,9246,5,49,1656,2,1,0,0,1,0,1,0,0
1.0,4118,4,81,693,1,0,1,0,0,0,0,0,0
1.0,13450,7,20,1861,2,1,0,1,0,0,0,0,0
1.0,9560,5,50,864,1,1,0,0,1,0,0,0,0
1.0,8294,4,51,872,1,1,0,0,1,1,0,0,0
1.0,13695,6,19,1114,1,1,0,1,0,0,1,0,0
1.0,9375,8,20,2169,2,1,0,1,0,1,0,0,0
1.0,7558,6,94,1913,1,1,0,0,1,0,0,1,0
1.0,11103,7,16,1456,2,1,0,1,0,1,0,0,0
1.0,6000,4,102,960,1,1,1,0,0,1,0,0,0
1.0,20781,7,54,2156,2,1,0,0,1,0,0,0,0
1.0,15306,8,16,1776,2,1,0,1,0,1,0,0,0
1.0,16196,7,24,1494,2,1,0,1,0,1,0,0,0
1.0,5250,8,150,2358,2,0,0,0,1,0,1,0,0
1.0,11643,5,53,2634,2,1,0,0,1,0,0,1,0
1.0,9247,6,60,1716,1,1,0,0,1,0,1,0,0
1.0,6000,6,85,1176,1,1,0,0,1,0,0,1,0
1.0,14720,8,27,3238,2,1,0,1,0,0,0,0,1
1.0,10316,7,22,1865,2,1,0,1,0,0,1,0,0
1.0,10192,7,54,1920,3,1,0,1,0,0,0,0,0
1.0,9477,5,56,892,1,1,0,0,1,0,1,0,0
1.0,12537,5,51,1078,1,1,0,0,1,0,0,0,1
1.0,2117,6,22,1573,2,1,0,1,0,0,0,0,1
1.0,16737,9,18,1980,2,1,0,0,0,0,0,0,0
1.0,9842,5,101,2601,3,1,0,0,1,0,1,0,0
1.0,16158,7,17,1530,2,1,0,1,0,0,0,1,0
1.0,12513,4,102,1738,2,1,0,0,1,0,0,1,0
1.0,8499,6,16,1412,2,1,0,1,0,1,0,0,0
1.0,3180,7,17,1200,2,1,0,1,0,0,0,0,0
1.0,7500,7,22,1674,2,1,0,1,0,0,0,0,1
1.0,9179,7,23,1790,2,1,0,1,0,0,1,0,0
1.0,2665,5,45,1475,2,1,0,0,1,0,0,0,0
1.0,4435,6,19,848,1,1,0,1,0,0,0,1,0
1.0,10635,8,19,1668,2,1,0,1,0,0,0,0,1
1.0,5400,4,102,1374,1,1,0,0,1,0,0,1,0
1.0,9600,6,67,1661,1,1,0,1,0,0,1,0,0
1.0,9750,7,24,2097,2,1,0,1,0,0,0,0,0
1.0,11400,10,21,2633,2,1,0,0,0,1,0,0,0
1.0,10625,7,17,1958,2,1,0,1,0,0,1,0,0
1.0,10991,8,15,1571,2,1,0,1,0,1,0,0,0
1.0,6292,6,92,790,1,0,0,0,1,0,1,0,0
1.0,10998,5,81,1604,2,1,0,0,1,0,0,1,0
1.0,1953,6,49,987,1,1,0,0,1,0,0,0,0
1.0,9735,5,16,1394,2,1,0,1,0,0,1,0,0
1.0,8212,3,108,864,1,0,0,0,1,0,0,0,1
1.0,12925,6,52,2117,2,1,0,0,1,0,1,0,0
1.0,7200,7,102,1762,1,1,0,1,0,0,0,0,0
1.0,25339,5,104,1416,2,1,0,1,0,1,0,0,0
1.0,9060,6,83,1258,1,1,0,0,1,0,0,1,0
1.0,5436,4,100,1154,1,1,0,1,0,0,0,0,1
1.0,16692,7,44,2784,3,1,0,1,0,0,0,0,0
1.0,8520,6,106,2526,2,0,0,1,0,1,0,0,0
1.0,14892,9,16,1746,2,1,0,0,0,0,0,1,0
1.0,6000,6,81,1218,1,1,0,0,1,1,0,0,0
1.0,9100,7,22,1525,2,1,0,1,0,0,0,0,0
1.0,8944,5,55,1584,2,1,0,0,1,0,0,1,0
1.0,7838,5,55,900,1,1,0,0,1,0,0,0,0
1.0,10800,6,117,1912,2,0,0,0,1,0,1,0,0
1.0,4045,7,16,1500,2,1,0,1,0,0,0,0,0
1.0,12665,8,17,2482,2,1,0,1,0,1,0,0,0
1.0,57200,5,74,1687,1,1,0,0,1,0,0,0,1
1.0,6120,5,102,1513,1,1,0,0,1,1,0,0,0
1.0,7200,5,72,1904,1,1,0,0,1,0,0,1,0
1.0,6171,6,97,1608,2,1,0,1,0,0,0,1,0
1.0,6000,6,93,1158,1,1,0,0,1,0,1,0,0
1.0,7415,6,18,1593,2,1,0,0,1,0,1,0,0
1.0,6762,7,16,1294,2,1,0,1,0,0,0,0,0
1.0,15256,8,15,1464,2,1,0,1,0,1,0,0,0
1.0,10410,3,107,1214,1,1,0,0,1,0,0,0,0
1.0,3842,8,18,1646,2,1,0,1,0,0,1,0,0
1.0,8445,5,50,768,1,1,0,0,1,0,0,1,0
1.0,8780,5,37,833,1,1,0,0,1,0,0,1,0
1.0,7740,4,112,1363,1,1,0,0,1,0,0,0,1
1.0,20544,7,36,2093,2,1,0,0,1,0,1,0,0
1.0,12420,7,21,1840,2,1,0,1,0,0,0,1,0
1.0,9600,6,72,1668,1,1,0,0,1,0,0,1,0
1.0,7200,4,73,1040,2,0,0,0,1,0,0,1,0
1.0,10994,8,17,1844,2,1,0,1,0,0,0,1,0
1.0,13053,6,99,1848,1,1,0,1,0,0,1,0,0
1.0,3635,7,15,1569,2,1,0,1,0,0,0,1,0
1.0,11340,4,137,2290,2,1,0,0,1,0,0,0,1
1.0,16545,8,24,2450,2,1,0,1,0,0,0,1,0
1.0,9204,5,59,1144,1,1,0,0,1,0,1,0,0
1.0,16381,6,53,1844,2,1,0,1,0,0,0,0,0
1.0,11700,6,54,1416,2,1,0,0,1,0,0,0,0
1.0,4043,6,45,1069,2,1,0,0,1,0,0,0,1
1.0,4435,6,19,848,1,1,0,1,0,0,1,0,0
1.0,19690,6,56,2201,2,1,0,1,0,0,0,0,0
1.0,9503,5,64,1344,1,1,0,0,1,1,0,0,0
1.0,10721,6,63,1252,1,1,0,1,0,0,1,0,0
1.0,10944,7,28,2127,2,1,0,1,0,0,1,0,0
1.0,10930,5,77,1558,1,1,0,0,1,0,1,0,0
1.0,7200,5,82,804,1,1,0,1,0,0,0,0,1
1.0,12546,6,41,1440,2,1,0,1,0,1,0,0,0
1.0,21930,5,17,1838,2,1,0,0,1,0,0,0,0
1.0,4928,6,46,958,2,1,0,0,1,0,0,1,0
1.0,10800,4,95,968,2,1,0,0,1,1,0,0,0
1.0,10261,6,22,1792,2,1,0,0,1,0,1,0,0
1.0,17400,5,45,1126,2,1,0,0,1,0,0,0,0
1.0,8400,6,60,1537,1,1,0,1,0,0,1,0,0
1.0,9000,4,51,864,1,1,0,0,1,1,0,0,0
1.0,12444,8,14,1932,2,1,0,0,0,0,1,0,0
1.0,7407,6,65,1236,1,1,0,0,1,0,0,0,1
1.0,11584,7,43,1725,2,1,0,0,1,1,0,0,0
1.0,11526,6,100,2555,2,1,0,0,1,0,1,0,0
1.0,4426,6,18,848,1,1,0,1,0,0,1,0,0
1.0,11003,10,14,2007,2,1,0,0,0,0,0,1,0
1.0,8854,6,106,952,1,0,1,0,0,0,0,1,0
1.0,8500,7,18,1422,2,1,0,1,0,1,0,0,0
1.0,8400,6,56,913,1,1,0,0,1,1,0,0,0
1.0,26142,5,60,1188,1,1,0,0,1,0,0,0,1
1.0,10000,8,27,2090,2,1,0,1,0,1,0,0,0
1.0,11767,4,112,1346,1,0,0,0,1,1,0,0,0
1.0,1533,5,52,630,1,1,0,0,0,0,0,0,0
1.0,9000,5,48,1792,2,1,0,0,1,0,0,1,0
1.0,9262,8,14,1578,2,1,0,0,0,0,0,1,0
1.0,3675,5,17,1072,1,1,0,0,1,0,0,0,0
1.0,17217,5,16,1140,1,1,0,0,1,0,0,0,0
1.0,7500,7,18,1221,2,1,0,1,0,0,0,1,0
1.0,7917,6,23,1647,2,1,0,0,1,1,0,0,0
1.0,13175,6,44,2073,2,1,0,0,1,0,0,0,1
1.0,9042,7,81,2340,2,1,0,1,0,0,0,0,1
1.0,9717,5,72,1078,1,1,0,1,0,0,0,0,1
1.0,9937,5,57,1256,1,1,0,0,1,0,1,0,0
