LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,OpenPorchSF,YrSold,SalePrice
11639,7,5,2007,1428,Ex,Y,1428,1428,2,3,1,4,6,120,2008,182000
11414,7,8,1910,728,TA,N,1136,2019,1,3,1,4,8,135,2009,167500
2651,7,5,2000,673,Ex,Y,673,1382,2,3,1,4,6,50,2006,165000
5900,4,7,1923,440,TA,Y,869,869,1,2,1,2,4,0,2006,85500
4274,7,5,2006,1241,Ex,Y,1241,1241,1,1,1,4,4,116,2007,199900
9450,4,5,1954,894,Ex,Y,894,894,1,3,1,3,5,0,2007,110000
8816,5,6,1963,1121,TA,Y,1121,1121,1,3,1,3,5,80,2009,139000
12122,7,9,1961,944,Gd,Y,999,999,1,3,1,5,6,76,2008,178400
12203,8,5,1998,1225,Ex,Y,1276,2612,2,4,1,4,8,0,2009,336000
3182,7,5,2007,1266,Ex,Y,1266,1266,2,2,1,4,6,16,2008,159895
11250,8,5,2002,1128,Ex,Y,1149,2290,2,4,1,4,9,0,2008,255900
10125,5,5,1977,0,TA,Y,1302,1734,2,4,2,4,8,0,2009,126000
10880,5,5,1950,1164,TA,N,1164,1164,1,3,1,3,5,48,2008,125000
5310,6,8,1910,485,Gd,Y,1001,1635,1,2,1,4,5,0,2006,117000
10159,9,5,2009,1930,Ex,Y,1940,1940,2,3,1,5,8,95,2010,395192
12046,6,6,1976,848,TA,Y,1118,2030,2,4,1,4,8,224,2007,195000
8125,7,5,2006,770,Ex,Y,778,1576,2,3,1,4,6,50,2006,197000
9452,8,5,1997,1396,Ex,Y,1407,2392,2,3,1,4,7,70,2006,348000
17671,8,9,1882,916,Gd,Y,916,1742,1,4,1,4,8,169,2009,168000
9760,6,8,1964,822,Gd,Y,1020,1851,2,3,1,4,7,42,2007,187000
8846,6,5,2005,750,Ex,Y,750,1500,2,3,1,4,6,35,2006,173900
12456,10,5,2006,1700,Ex,Y,1718,1718,2,3,1,5,7,48,2009,337500
4712,4,7,1946,747,TA,Y,774,1230,1,3,1,3,5,57,2006,121600
10659,5,6,1961,1050,TA,Y,1050,1050,1,3,1,3,6,319,2006,136500
11717,6,6,1970,1442,TA,Y,1442,1442,2,2,1,3,6,0,2009,185000
9786,3,4,1922,1007,Fa,N,1077,1077,1,3,1,3,6,100,2006,91000
6762,7,5,2006,1187,Ex,Y,1208,1208,2,2,1,4,6,61,2010,206000
10206,3,3,1952,0,Fa,N,944,944,1,2,1,2,4,0,2009,82000
5400,5,6,1920,691,Ex,Y,691,691,1,2,1,5,4,20,2007,86000
11957,8,5,2006,1574,Ex,Y,1574,1574,2,3,1,4,7,104,2008,232000
11500,5,6,1976,1680,Fa,Y,1680,1680,2,4,2,3,8,0,2007,136905
3182,7,5,2005,1346,Ex,Y,1504,1504,2,1,1,4,7,0,2009,181000
8385,5,8,1977,985,TA,Y,985,985,2,3,1,3,6,0,2008,149900
12155,6,3,1970,1657,Gd,Y,1657,1657,2,3,1,3,7,0,2007,163500
2217,4,4,1970,546,TA,Y,546,1092,1,3,1,3,6,0,2009,88000
12118,7,5,2004,1710,Ex,Y,1710,1710,2,3,1,4,7,48,2009,240000
6000,5,5,1926,1008,Ex,Y,1008,1522,2,4,1,3,7,0,2006,102000
21286,5,5,1948,720,TA,Y,720,1271,2,4,1,3,7,0,2008,135000
9825,5,5,1965,0,TA,N,1664,1664,2,4,2,3,8,0,2010,100000
10592,6,7,1923,602,TA,Y,900,1502,1,3,1,4,7,0,2007,165000
7200,5,4,1910,1022,TA,N,1022,1022,1,2,1,3,4,30,2009,85000
11664,6,5,1948,1082,TA,Y,1082,1082,1,2,1,3,5,130,2007,119200
8400,8,6,2001,810,Ex,Y,810,1665,2,3,1,4,6,45,2009,227000
11883,7,5,1996,1504,Ex,Y,1504,1504,2,3,1,4,6,66,2009,203000
5814,8,5,1984,1220,Gd,Y,1360,1360,1,1,1,4,4,0,2009,187500
10784,7,5,1991,384,Gd,Y,802,1472,2,3,1,4,7,0,2007,160000
3013,7,5,2005,1362,Ex,Y,1506,1506,2,2,1,4,6,20,2006,213490
7024,4,5,2005,1132,Ex,Y,1132,1132,1,2,1,4,5,64,2008,176000
7406,7,5,2006,1199,Ex,Y,1220,1220,2,2,1,4,6,54,2006,194000
9439,5,5,1930,912,Gd,Y,912,1248,1,2,1,3,6,0,2007,87000
3182,7,5,2005,1346,Ex,Y,1504,1504,2,2,1,4,7,20,2008,191000
15498,8,6,1976,1565,TA,Y,2898,2898,2,2,1,4,10,72,2008,287000
7700,5,5,1972,882,TA,Y,882,882,1,3,1,3,5,0,2007,112500
9300,5,5,1960,1268,TA,Y,1264,1264,1,3,1,3,6,0,2010,167500
9520,8,5,2007,1638,Ex,Y,1646,1646,2,3,1,4,7,44,2008,293077
9492,5,5,1941,768,TA,Y,968,1376,1,3,1,3,6,0,2007,105000
1680,6,7,1972,672,Gd,Y,672,1218,1,3,1,3,7,28,2006,118000
7082,5,8,1916,686,Gd,Y,948,1928,2,5,2,3,10,0,2006,160000
15863,7,3,1920,824,Ex,Y,1687,3082,2,5,1,3,12,63,2009,197000
14541,8,7,1993,1338,Ex,Y,1352,2520,2,5,1,4,10,55,2006,310000
8125,7,5,2002,1654,Ex,Y,1654,1654,2,3,1,4,6,136,2006,230000
6305,5,7,1938,920,Ex,Y,954,954,1,2,1,2,5,0,2007,119750
11500,4,3,1957,0,Ex,N,845,845,1,3,1,3,5,0,2009,84000
12898,9,5,2007,1620,Ex,Y,1620,1620,2,2,1,5,6,0,2009,315500
9240,8,5,2001,1055,Ex,Y,1055,2263,2,3,1,4,7,45,2008,287000
1533,4,6,1970,546,TA,Y,798,1344,1,3,1,3,6,0,2009,97000
1477,4,4,1970,630,TA,Y,630,630,1,1,1,3,3,0,2009,80000
13125,5,4,1957,1134,Ex,Y,1803,1803,2,3,1,3,8,0,2006,155000
9130,6,8,1966,800,Gd,Y,800,1632,1,4,1,4,7,40,2008,173000
5381,6,5,2005,1306,Ex,Y,1306,1306,2,1,1,4,5,63,2009,196000
11839,7,5,1990,1475,Ex,Y,1532,2329,2,4,1,4,10,121,2008,262280
9600,8,5,1981,2524,TA,Y,2524,2524,2,4,1,4,9,120,2009,278000
13680,3,5,1955,0,Ex,Y,1733,1733,2,4,1,3,8,0,2009,139600
16056,9,5,2005,1992,Ex,Y,1992,2868,3,4,1,5,11,108,2006,556581
9245,5,5,1994,990,Ex,Y,990,990,1,3,1,3,5,0,2008,145000
21750,5,4,1960,0,TA,Y,1771,1771,1,3,1,3,9,0,2009,115000
11100,4,7,1946,0,Ex,Y,930,930,1,2,1,4,6,0,2010,84900
8993,7,5,2007,1302,Ex,Y,1302,1302,2,3,1,4,6,22,2007,176485
11175,7,5,2007,1316,Ex,Y,1316,1316,2,3,1,4,6,20,2007,200141
9500,6,6,1964,816,TA,Y,1127,1977,1,4,1,3,9,52,2007,165000
8562,5,6,1957,1216,Ex,Y,1526,1526,1,4,1,3,7,78,2010,144500
11367,8,5,2002,1065,Ex,Y,1091,1989,2,3,1,4,7,60,2006,255000
11361,6,5,1976,1193,TA,Y,1523,1523,2,3,1,3,7,0,2008,180000
7052,7,5,2005,1364,Ex,Y,1364,1364,2,2,1,4,6,36,2006,185850
29959,7,6,1994,973,Ex,Y,979,1850,2,3,1,4,7,98,2009,248000
11308,9,5,2008,1104,Ex,Y,1130,2184,2,3,1,5,10,102,2009,335000
11275,6,7,1932,854,TA,Y,1096,1991,1,3,1,3,7,0,2007,220000
4920,8,5,2001,1338,Ex,Y,1338,1338,2,2,1,4,6,0,2010,213500
18000,3,4,1935,894,TA,Y,894,894,1,2,1,3,6,20,2008,81000
13600,5,5,1900,662,TA,N,1422,2337,2,5,2,3,10,57,2007,90000
6000,6,6,1925,1103,Gd,Y,1103,1103,1,2,1,4,5,120,2006,110500
11000,5,6,1966,1154,Ex,Y,1154,1154,1,3,1,3,6,58,2009,154000
14000,7,5,1996,1306,Ex,Y,1306,2260,2,3,1,4,7,44,2010,328000
7837,6,7,1993,799,Gd,Y,799,1571,2,3,1,3,7,40,2009,178000
9760,6,6,1964,780,TA,Y,798,1611,1,4,1,3,7,128,2008,167900
3964,6,4,1973,942,Gd,Y,1291,2521,2,5,1,3,10,20,2006,151400
9600,5,7,1949,845,TA,Y,893,893,1,2,1,4,4,0,2007,135000
10152,5,5,1956,1048,TA,Y,1048,1048,1,3,1,3,6,20,2007,135000
11700,6,6,1968,727,Ex,Y,829,1556,1,4,1,3,8,0,2009,154000
7585,5,3,1948,810,Fa,Y,1002,1456,1,4,1,3,7,0,2006,91500
7950,6,6,1977,690,TA,Y,698,1426,1,3,1,3,6,0,2009,159500
8556,7,5,2006,1240,Ex,Y,1240,1240,2,2,1,4,5,93,2007,194000
13125,7,6,1940,800,TA,Y,960,1740,1,3,1,3,6,0,2007,219500
10800,5,8,1936,796,Gd,Y,1096,1466,2,3,1,4,7,21,2006,170000
15870,5,5,1969,1096,Ex,Y,1096,1096,1,3,1,3,6,32,2006,138800
4435,6,5,2004,848,Ex,Y,848,848,1,1,1,4,3,0,2006,155900
8775,5,5,1994,990,Gd,Y,990,990,1,3,1,3,5,64,2007,126000
11040,6,7,1971,1258,Ex,Y,1258,1258,2,3,1,4,5,0,2008,145000
7500,5,5,1963,1040,Fa,Y,1040,1040,1,3,1,3,5,0,2010,133000
8749,7,5,2002,1459,Ex,Y,1459,1459,2,3,1,4,6,39,2007,192000
8800,6,6,1964,1251,TA,Y,1251,1251,1,3,1,3,6,116,2006,160000
13031,6,5,1995,691,Gd,Y,691,1498,2,3,1,3,6,44,2006,187500
9069,6,6,1992,936,Ex,Y,996,996,1,2,1,4,5,0,2010,147000
1974,4,5,1973,546,TA,Y,546,1092,1,3,1,3,6,96,2010,83500
10574,8,5,2005,1082,Ex,Y,1082,1953,2,3,1,4,9,50,2009,252000
2522,7,5,2004,970,Ex,Y,970,1709,2,3,1,4,7,40,2006,137500
3316,8,5,2005,1247,Ex,Y,1247,1247,1,1,1,4,4,84,2006,197000
8544,3,4,1950,0,Fa,N,1040,1040,2,2,2,3,6,0,2009,92900
2160,7,5,1999,600,Ex,Y,624,1252,2,2,1,4,4,48,2008,160000
8400,6,5,1925,1181,Fa,Y,1390,1694,2,4,1,3,7,0,2008,136500
9230,5,8,1965,864,Gd,Y,1200,1200,1,1,1,4,6,64,2006,146000
5868,5,7,1956,936,Ex,Y,936,936,1,2,1,3,4,0,2010,129000
9317,6,5,2006,1314,Gd,Y,1314,1314,2,3,1,4,6,22,2007,176432
6882,6,7,1914,684,TA,Y,773,1355,1,3,1,4,7,0,2007,127000
3696,8,5,1986,1074,Ex,Y,1088,1088,1,2,1,4,5,74,2007,170000
6000,4,6,1936,672,TA,Y,757,1324,1,3,1,3,6,0,2009,128000
11880,7,5,1978,1271,TA,Y,1601,1601,2,3,1,3,7,0,2009,157000
8400,2,5,1920,290,TA,N,438,438,1,1,1,2,3,0,2009,60000
9758,5,5,1971,950,TA,Y,950,950,1,3,1,3,5,0,2007,119500
7000,5,7,1960,1010,Ex,Y,1134,1134,1,2,1,3,6,16,2007,135000
8910,6,6,1959,655,Ex,Y,1194,1194,1,3,1,3,6,0,2006,159500
2016,5,5,1970,630,TA,Y,630,1302,2,3,1,3,6,0,2007,106000
12256,8,5,1994,1463,Ex,Y,1500,2622,2,3,1,4,9,32,2010,325000
10357,7,5,1990,910,Gd,Y,1442,1442,2,3,1,4,6,244,2007,179900
23257,7,5,2006,868,Ex,Y,887,2021,2,3,1,4,9,100,2006,274725
8063,6,5,2000,924,Ex,Y,948,1690,2,3,1,3,7,48,2007,181000
11362,8,5,2004,1836,Ex,Y,1836,1836,2,3,1,4,7,185,2009,280000
8000,6,5,1995,773,Gd,Y,773,1658,2,3,1,3,8,84,2008,188000
10480,7,6,1976,803,TA,Y,1098,1964,2,4,1,3,8,69,2008,205000
7100,5,7,1957,816,TA,Y,816,816,1,2,1,3,5,0,2006,129900
8923,5,7,1953,1008,Gd,Y,1008,1008,1,2,1,4,6,18,2007,134500
5400,5,7,1954,833,Ex,Y,833,833,1,2,1,4,4,0,2006,117000
12085,8,5,2007,1734,Ex,Y,1734,1734,2,3,1,5,7,0,2007,318000
7750,8,5,2002,408,Ex,Y,779,1419,2,3,1,4,7,0,2009,184100
9764,5,7,1967,894,Ex,Y,894,894,1,3,1,4,5,0,2008,130000
13825,5,6,1958,533,TA,Y,1021,1601,1,3,1,3,6,34,2008,140000
7560,5,5,1959,1040,TA,Y,1040,1040,1,3,1,3,6,0,2006,133700
8263,6,5,1920,1012,TA,Y,1012,1012,1,2,1,3,6,22,2007,118400
10084,7,5,2005,1552,Ex,Y,1552,1552,2,3,1,4,7,20,2006,212900
8926,4,3,1956,672,Ex,Y,960,960,1,3,1,3,5,0,2009,112000
9405,5,9,1947,698,Ex,Y,698,698,1,2,1,3,4,200,2009,118000
9125,7,5,1992,384,Gd,Y,812,1482,2,3,1,4,7,25,2007,163900
10434,4,5,1955,1005,TA,Y,1005,1005,1,2,1,2,5,0,2009,115000
3684,7,5,2007,1373,Ex,Y,1555,1555,2,2,1,4,7,20,2009,174000
14572,7,5,2004,1530,Ex,Y,1530,1530,2,3,1,4,7,36,2007,259000
11796,7,5,2004,847,Ex,Y,847,1959,2,4,1,4,8,48,2007,215000
7200,5,5,1980,936,TA,Y,936,936,1,2,1,3,4,0,2007,140000
7804,4,3,1928,1122,TA,Y,1328,1981,2,4,1,4,7,44,2009,135000
10712,5,5,1991,974,TA,Y,974,974,1,3,1,3,5,28,2007,93500
9900,6,4,1880,1008,TA,Y,1178,2210,2,5,1,2,8,48,2007,117500
9828,8,5,1995,1128,Ex,Y,1142,2020,2,3,1,4,8,155,2009,239500
8773,6,5,1997,916,Gd,Y,916,1600,2,3,1,3,7,38,2007,169000
6180,6,5,1926,960,TA,N,986,986,1,2,1,3,5,128,2007,102000
9600,6,5,1950,1032,TA,Y,1032,1252,1,3,1,3,6,0,2008,119000
6342,5,8,1875,780,Gd,N,780,1020,1,2,1,3,6,0,2010,94000
9819,6,5,1977,1567,TA,Y,1567,1567,2,2,1,4,5,32,2009,196000
8731,5,5,1920,915,TA,Y,1167,1167,1,3,1,3,6,0,2007,144000
7350,5,7,1951,952,TA,Y,952,952,1,2,1,3,4,0,2008,139000
10304,5,7,1976,780,Ex,Y,1088,1868,2,4,1,4,9,96,2009,197500
9965,8,5,2006,1466,Ex,Y,1466,2828,3,4,1,4,11,144,2007,424870
9000,5,3,1959,1006,TA,Y,1006,1006,1,3,1,3,5,24,2008,80000
12180,4,4,1941,672,Fa,N,672,924,1,2,1,2,5,0,2010,80000
6240,5,6,1928,1042,Ex,Y,1042,1576,1,3,1,3,8,0,2006,149000
11200,6,5,1985,1298,TA,Y,1298,1298,2,3,1,4,5,26,2006,180000
12000,7,7,1941,704,Ex,Y,860,1564,1,3,1,2,7,0,2009,174500
5700,7,7,1926,572,TA,Y,572,1111,1,2,1,3,5,0,2008,116900
9000,7,9,1920,650,Ex,Y,832,1482,1,3,1,3,7,0,2009,143000
8280,6,5,1950,932,Ex,Y,932,932,1,2,1,4,4,0,2007,124000
17755,5,4,1959,1466,TA,Y,1466,1466,1,3,1,2,6,140,2006,149900
14115,6,7,1956,1073,Ex,Y,1811,1811,1,2,1,5,6,0,2006,230000
5890,6,8,1930,816,Ex,Y,816,816,1,2,1,3,5,0,2008,120500
13700,7,6,1965,864,TA,Y,902,1820,1,4,1,4,8,84,2008,201800
10768,5,8,1976,1437,TA,Y,1437,1437,2,3,1,4,6,21,2007,218000
9350,5,8,1965,1219,Gd,Y,1265,1265,2,3,1,4,6,92,2008,179900
5001,7,5,2007,1314,Ex,Y,1314,1314,2,2,1,4,6,62,2009,230000
11932,8,5,2007,1580,Ex,Y,1580,1580,2,3,1,4,7,24,2008,235128
9120,6,6,1974,901,TA,Y,943,1876,2,4,1,4,8,69,2008,185000
2280,6,5,1978,855,Fa,Y,855,1456,2,3,1,3,7,0,2010,146000
14778,6,7,1954,1296,Ex,Y,1640,1640,1,3,1,4,7,0,2008,224000
8724,5,5,1968,894,Gd,Y,894,894,1,3,1,3,5,0,2007,129000
12900,4,4,1969,1198,TA,Y,1258,1258,0,0,2,3,6,0,2008,108959
16157,5,7,1978,1360,Ex,Y,1432,1432,1,2,1,4,5,180,2007,194000
9541,7,5,2009,1502,Ex,Y,1502,1502,2,3,1,4,7,114,2009,233170
10475,8,5,2008,1694,Ex,Y,1694,1694,2,3,1,4,7,33,2010,245350
10852,6,5,2000,959,Ex,Y,959,1671,2,3,1,3,7,38,2006,173000
13728,6,7,1935,1127,Ex,Y,1236,2108,2,4,1,4,7,0,2008,235000
35760,10,5,1995,1930,Ex,Y,1831,3627,3,4,1,4,10,76,2006,625000
9880,6,6,1977,1096,TA,Y,1118,1118,1,3,1,3,6,0,2008,171000
9120,6,6,1958,1261,Ex,Y,1261,1261,1,3,1,3,6,0,2008,163000
4017,7,5,2006,625,Ex,Y,625,1250,2,2,1,4,5,54,2008,171900
18030,5,6,1946,1598,TA,Y,1636,3086,3,3,1,5,12,0,2007,200500
16560,6,8,1932,952,TA,Y,1170,2345,2,4,1,3,9,0,2006,239000
10678,8,5,1992,1683,Ex,Y,2129,2872,2,4,1,4,9,33,2007,285000
6951,5,5,1984,876,TA,Y,923,923,1,3,1,3,5,0,2008,119500
3950,6,8,1926,818,TA,Y,818,1224,1,3,1,3,5,0,2009,115000
7681,5,6,1921,731,Ex,Y,820,1343,1,3,1,3,7,0,2009,154900
8335,5,5,1954,0,Gd,Y,1124,1124,1,3,1,3,5,36,2006,93000
11170,7,5,1990,1216,Ex,Y,1298,2514,2,4,1,3,8,0,2006,250000
5587,8,5,2008,1600,Ex,Y,1652,1652,2,2,1,4,5,53,2008,392500
15623,10,5,1996,2396,Ex,Y,2411,4476,3,4,1,5,10,78,2007,745000
10800,5,6,1920,1120,Ex,Y,1130,1130,1,2,1,3,5,0,2006,120000
35133,5,4,1963,1572,Gd,Y,1572,1572,1,3,1,3,5,263,2007,186700
9738,5,7,1924,784,Gd,Y,949,1221,1,4,1,3,7,0,2006,104900
10615,3,5,1900,978,TA,Y,1014,1699,2,3,2,3,7,74,2009,95000
12461,8,5,1994,1624,Ex,Y,1624,1624,2,2,1,4,5,114,2006,262000
8935,7,5,2002,831,Ex,Y,831,1660,2,3,1,4,7,68,2009,195000
7500,7,5,1999,994,Gd,Y,1028,1804,2,3,1,4,7,60,2010,189000
32463,4,4,1961,1249,Ex,Y,1622,1622,1,3,1,3,7,0,2007,168000
2645,8,5,1999,776,Ex,Y,764,1441,2,2,1,4,5,0,2007,174000
9600,5,8,1925,702,Gd,Y,842,1472,1,3,1,4,6,0,2007,125000
4500,6,5,1999,1224,Ex,Y,1224,1224,2,2,1,3,5,304,2009,165000
9364,6,7,1969,663,TA,Y,663,1352,1,4,1,3,7,36,2010,158000
8029,6,5,2005,728,Ex,Y,728,1456,2,3,1,4,8,24,2008,176000
14054,7,5,2006,879,Ex,Y,879,1863,2,4,1,4,9,17,2006,219210
8850,7,6,1916,815,Ex,Y,815,1690,1,3,1,3,7,0,2006,144000
9100,7,5,2001,1212,Ex,Y,1212,1212,2,3,1,4,6,0,2009,178000
11235,4,5,1963,1051,Gd,Y,1382,1382,1,3,1,3,6,82,2006,148000
9353,4,5,1970,864,Gd,Y,864,864,1,3,1,3,5,0,2006,116050
10400,7,5,1998,866,Ex,Y,866,1779,2,3,1,4,6,36,2009,197900
6000,5,8,1925,884,Ex,Y,884,1348,1,3,1,3,5,0,2009,117000
9750,7,5,2000,1630,Ex,Y,1630,1630,2,3,1,4,6,234,2009,213000
10140,5,6,1975,1056,Ex,Y,1074,1074,1,3,1,3,6,88,2006,153500
14684,7,7,1990,2158,Gd,Y,2196,2196,2,3,1,4,7,70,2009,271900
8900,4,4,1966,1056,TA,Y,1056,1056,1,2,1,3,5,42,2006,107000
9135,6,5,2003,1682,Ex,Y,1700,1700,2,3,1,4,7,23,2006,200000
7763,5,7,1962,931,TA,Y,1283,1283,1,3,1,3,6,0,2008,140000
10182,8,5,2006,1660,Ex,Y,1660,1660,2,3,1,4,8,50,2006,290000
11218,6,5,1992,1055,Ex,Y,1055,1845,2,3,1,4,8,104,2010,189000
12134,8,7,1988,559,Gd,Y,1080,1752,2,4,1,3,8,12,2010,164000
9340,4,6,1941,672,TA,Y,672,672,1,2,1,3,4,113,2009,113000
10246,4,9,1965,648,Ex,Y,960,960,0,0,1,3,3,0,2006,145000
10205,5,5,1962,925,TA,Y,999,999,1,3,1,3,6,72,2006,134500
7094,5,5,1966,894,TA,Y,894,894,1,3,1,3,5,0,2007,125000
8930,6,5,1978,0,TA,Y,1318,1902,2,4,2,3,8,0,2010,112000
8640,8,5,2009,1300,Ex,Y,1314,1314,2,3,1,4,6,112,2009,229456
6240,4,5,1947,0,Gd,N,672,912,1,2,1,3,3,0,2006,80500
1680,6,5,1971,672,TA,Y,672,1218,1,3,1,3,7,0,2006,91500
7800,5,5,1964,912,TA,Y,912,912,1,2,1,3,5,0,2006,115000
8250,5,5,1968,952,Ex,Y,1211,1211,1,3,1,3,5,63,2008,134000
10496,6,6,1949,1040,Ex,Y,1168,1846,2,3,1,3,7,0,2007,143000
10680,5,3,1951,2136,TA,N,2136,2136,2,4,1,3,7,30,2006,137900
15384,7,5,2004,788,Ex,Y,788,1490,2,3,1,4,8,75,2008,184000
10482,6,8,1958,588,Ex,Y,1138,1138,1,3,1,3,6,0,2007,145000
14598,6,5,2007,894,Ex,Y,894,1933,2,4,1,4,9,18,2008,214000
8872,5,8,1965,912,Ex,Y,912,912,1,2,1,4,5,240,2008,147000
8769,9,5,2008,1702,Ex,Y,1702,1702,1,1,1,5,7,72,2008,367294
7910,5,5,1960,1075,Gd,Y,1507,1507,2,4,1,3,7,0,2008,127000
18890,5,5,1977,1361,Ex,Y,1361,2620,2,4,2,3,12,24,2007,190000
7728,5,6,1962,1106,TA,Y,1190,1190,1,3,1,3,6,18,2006,132500
9842,4,5,1962,0,TA,Y,1224,1224,2,2,2,3,6,0,2007,101800
12160,5,5,1959,1188,Fa,Y,1188,1188,1,3,1,3,6,0,2010,142000
8525,5,6,1911,940,TA,N,1024,1964,1,4,1,3,7,192,2008,130000
13132,5,5,1914,747,Gd,Y,892,1784,1,4,1,3,9,40,2006,138887
2628,7,5,2003,764,Ex,Y,764,1626,2,2,1,4,6,27,2010,175500
12393,7,5,2004,847,Ex,Y,847,1948,2,4,1,4,8,48,2006,195000
13072,6,5,2005,1141,Ex,Y,1141,1141,1,3,1,3,6,0,2006,142500
9037,8,5,2006,1476,Ex,Y,1484,1484,2,2,1,5,6,33,2007,265900
8158,7,5,2003,884,Ex,Y,884,1768,2,3,1,4,8,63,2008,224900
9849,7,6,2007,1689,Ex,Y,1689,1689,2,3,1,4,7,56,2007,248328
10625,7,6,1974,1053,TA,Y,1173,1173,2,3,1,4,6,120,2010,170000
13891,10,5,2006,2076,Ex,Y,2076,2076,2,2,1,5,7,229,2006,465000
11435,8,7,1929,792,Fa,Y,792,1517,1,3,1,4,7,0,2006,230000
12090,6,7,1984,585,Ex,Y,1140,1868,3,3,1,3,7,112,2007,178000
8125,7,5,2005,756,Ex,Y,756,1553,2,3,1,4,6,45,2006,186500
12328,6,5,1976,1012,TA,Y,1034,1034,1,3,1,3,6,0,2010,169900
9600,6,5,1917,735,Fa,N,1134,2058,1,3,1,3,8,0,2008,129500
7200,5,7,1950,876,TA,Y,988,988,1,3,1,3,6,80,2007,119000
11160,7,5,1968,2110,Ex,Y,2110,2110,2,3,1,5,8,0,2010,244000
3136,7,5,2003,1405,Ex,Y,1405,1405,2,2,1,4,6,36,2006,171750
9858,5,6,1968,864,TA,Y,874,874,1,3,1,3,5,0,2009,130000
17542,7,7,1974,1192,TA,Y,1516,2167,2,3,1,4,9,47,2007,294000
6931,7,5,2003,746,Ex,Y,760,1656,2,3,1,4,7,128,2008,165400
6240,6,6,1931,884,TA,Y,959,1367,1,3,1,3,6,0,2007,127500
14303,8,5,1994,1986,Ex,Y,1987,1987,2,2,1,4,7,36,2008,301500
4060,5,8,1922,864,Ex,Y,864,864,1,2,1,3,4,96,2009,99900
9587,7,5,2005,856,Ex,Y,1166,1166,2,2,1,4,5,0,2008,190000
9750,6,8,1969,1054,Gd,Y,1054,1054,1,3,1,3,6,0,2008,151000
24682,6,5,1999,841,Ex,Y,892,1675,2,3,1,3,7,103,2009,181000
9600,5,6,1956,1050,Gd,Y,1050,1050,1,2,1,3,5,0,2009,128900
11250,4,5,1957,1104,Ex,Y,1104,1788,1,5,1,3,8,0,2009,161500
13515,6,6,1919,764,Ex,Y,1060,1824,1,3,1,3,8,0,2007,180500
4060,6,5,1998,1405,Ex,Y,1337,1337,2,2,1,4,5,68,2008,181000
3735,7,5,1999,691,Ex,Y,713,1452,2,3,1,4,6,34,2006,183900
10120,7,4,1910,925,TA,N,964,1889,1,4,2,3,9,0,2007,122000
13214,9,5,2008,2002,Ex,Y,2018,2018,2,3,1,5,10,76,2010,378500
14100,8,9,1935,728,Ex,Y,1968,3447,3,4,1,4,11,12,2008,381000
11344,5,5,1958,874,TA,Y,874,1524,1,3,1,3,7,0,2007,144000
23595,7,6,1979,1332,TA,Y,1332,1524,0,0,1,4,4,0,2010,260000
9156,6,7,1968,1489,Gd,Y,1489,1489,2,3,1,4,7,0,2009,185750
13526,5,6,1965,935,TA,Y,935,935,1,3,1,3,5,0,2006,137000
11512,6,7,1959,1019,Gd,Y,1357,1357,1,2,1,5,5,0,2008,177000
5362,5,6,1910,661,Ex,Y,661,1250,2,3,1,3,8,0,2007,139000
11345,5,5,1948,928,Gd,Y,928,1920,2,4,2,3,10,0,2007,137000
12936,6,6,1972,723,TA,Y,735,1395,1,3,1,3,6,116,2009,162000
17871,6,5,1967,1680,Fa,Y,1724,1724,1,3,1,3,7,0,2009,197900
9473,8,5,2002,1128,Ex,Y,1128,2031,2,3,1,4,7,211,2008,237000
7500,4,4,1920,698,TA,Y,698,1128,1,2,1,3,6,0,2010,68400
9808,7,5,2002,1573,Ex,Y,1573,1573,2,3,1,4,6,72,2009,227000
8049,7,5,1990,1309,TA,Y,1339,1339,2,2,1,3,6,58,2006,180000
8800,5,7,1977,1040,TA,Y,1040,1040,2,3,1,4,5,0,2009,150500
9400,6,5,1971,912,TA,Y,912,1824,2,4,2,3,8,0,2010,139000
9638,6,7,1919,804,Ex,Y,1699,2447,2,4,1,4,10,0,2010,169000
6000,6,6,1939,780,Ex,Y,825,1412,1,4,1,3,6,0,2009,132500
9790,6,5,1963,1328,TA,Y,1328,1328,1,3,1,3,6,26,2010,143000
36500,5,5,1964,1624,Fa,Y,1582,1582,2,4,1,3,7,198,2006,190000
5664,8,5,2000,1501,Ex,Y,1659,1659,2,2,1,5,5,59,2009,278000
11065,8,5,2006,1085,Ex,Y,1120,1970,2,3,1,5,8,74,2006,281000
14112,5,7,1964,1152,TA,Y,1152,1152,1,3,1,3,6,0,2010,180500
1680,5,7,1972,630,TA,Y,630,1302,2,3,1,3,6,0,2009,119500
6600,5,4,1892,994,TA,N,1378,2372,2,4,2,3,11,287,2009,107500
10140,7,5,1976,832,TA,Y,832,1664,2,4,1,3,8,28,2006,162900
8172,5,7,1955,864,TA,Y,864,864,1,2,1,3,5,0,2006,115000
8400,5,5,1968,1052,Gd,Y,1052,1052,1,3,1,3,5,0,2006,138500
8700,5,6,1963,1120,Gd,Y,1128,1128,2,3,1,3,6,20,2008,155000
3675,6,5,2005,547,Gd,Y,1072,1072,2,2,1,3,5,44,2006,140000
