Id,LotArea,Street,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC
504,15602,Pave,7,8,1959,1997,Gable,1501,GasA,TA,Y,1801,0,1801,1,0,2,0,1,1,TA,6,2,TA,Y,0,54,0,0,161,0,
505,2308,Pave,6,5,1974,1974,Gable,855,GasA,TA,Y,855,467,1322,0,1,2,1,3,1,TA,6,1,Fa,Y,260,0,0,0,0,0,
506,7596,Pave,5,5,1952,1952,Hip,960,GasA,Gd,Y,960,1000,1960,0,0,2,0,4,2,TA,10,0,,N,0,0,0,0,0,0,
507,9554,Pave,8,5,1993,1994,Gable,777,GasA,Ex,Y,1065,846,1911,0,0,2,1,3,1,Gd,8,1,TA,Y,182,81,0,0,0,0,
508,7862,Pave,6,5,2009,2009,Gable,1218,GasA,Ex,Y,1218,0,1218,0,0,2,0,2,1,Gd,4,0,,Y,0,102,0,0,0,0,
509,9600,Pave,7,9,1928,2005,Gambrel,689,GasA,Ex,Y,689,689,1378,0,0,2,0,3,1,Gd,7,1,Gd,N,0,0,116,0,0,0,
510,9600,Pave,5,6,1959,1959,Gable,1041,GasA,Ex,Y,1041,0,1041,1,0,1,0,3,1,TA,6,0,,Y,224,88,0,0,0,0,
511,14559,Pave,5,7,1951,2000,Hip,1008,GasA,Ex,Y,1363,0,1363,1,0,1,0,2,1,TA,6,2,TA,Y,324,42,0,0,168,0,
512,6792,Pave,7,5,2005,2006,Gable,1368,GasA,Ex,Y,1368,0,1368,0,0,2,0,2,1,Gd,6,1,Gd,Y,132,35,0,0,0,0,
513,9100,Pave,5,5,1958,1958,Gable,864,GasA,TA,Y,864,0,864,1,0,1,0,3,1,TA,5,0,,Y,0,0,0,0,0,0,
514,9187,Pave,6,5,1983,1983,Gable,1084,GasA,TA,Y,1080,0,1080,0,0,1,1,3,1,TA,5,0,,Y,120,0,158,0,0,0,
515,10594,Pave,5,5,1926,1950,Gable,768,Grav,Fa,N,789,0,789,0,0,1,0,2,1,TA,5,0,,Y,0,0,112,0,0,0,
516,12220,Pave,10,5,2009,2009,Hip,2006,GasA,Ex,Y,2020,0,2020,1,0,2,1,3,1,Ex,9,1,Gd,Y,156,54,0,0,0,0,
517,10448,Pave,6,6,1972,1972,Gable,689,GasA,TA,Y,1378,741,2119,0,0,2,1,3,1,TA,7,1,TA,Y,0,104,0,0,0,0,
518,10208,Pave,7,5,1996,1997,Gable,1264,GasA,Ex,Y,1277,1067,2344,0,0,2,1,3,1,Gd,7,1,TA,Y,220,0,0,0,0,0,
519,9531,Pave,6,5,1998,1998,Gable,794,GasA,Ex,Y,882,914,1796,1,0,2,1,3,1,TA,7,0,,Y,0,36,0,0,0,0,
520,10918,Pave,7,9,1926,2004,Gambrel,1276,GasA,Ex,Y,1276,804,2080,0,0,1,1,3,1,Gd,9,2,Gd,Y,0,0,0,0,145,0,
521,10800,Pave,4,7,1900,2000,Gable,0,GasA,TA,N,694,600,1294,0,0,2,0,3,2,TA,7,0,,N,220,114,210,0,0,0,
522,11988,Pave,6,6,1957,1957,Gable,1244,GasA,Ex,Y,1244,0,1244,0,0,1,1,3,1,TA,6,2,Gd,Y,0,40,0,0,0,0,
523,5000,Pave,6,7,1947,1950,Gable,1004,GasA,Ex,Y,1004,660,1664,0,0,2,0,3,1,TA,7,2,Gd,Y,0,24,36,0,0,0,
524,40094,Pave,10,5,2007,2008,Hip,3138,GasA,Ex,Y,3138,1538,4676,1,0,3,1,3,1,Ex,11,1,Gd,Y,208,406,0,0,0,0,
525,11787,Pave,7,5,1996,1997,Gable,1379,GasA,Ex,Y,1383,1015,2398,1,0,2,1,3,1,Gd,8,1,TA,Y,239,60,0,0,0,0,
526,7500,Pave,7,5,2005,2005,Gable,1257,GasA,Ex,Y,1266,0,1266,0,0,2,0,3,1,Gd,6,1,TA,Y,38,144,0,0,0,0,
527,13300,Pave,5,7,1956,2000,Hip,928,GasA,TA,Y,928,0,928,0,0,1,0,2,1,TA,4,0,,Y,261,0,156,0,0,0,
528,14948,Pave,9,5,2008,2008,Hip,1452,GasA,Ex,Y,1476,1237,2713,1,0,2,1,3,1,Ex,11,1,Gd,Y,126,66,0,0,0,0,
529,9098,Pave,4,7,1920,2002,Gable,528,GasA,Ex,Y,605,0,605,1,0,1,0,2,1,TA,5,0,,N,0,0,144,0,0,0,
530,32668,Pave,6,3,1957,1975,Hip,2035,GasA,TA,Y,2515,0,2515,1,0,3,0,4,2,TA,9,2,TA,Y,0,0,200,0,0,0,
531,10200,Pave,6,5,1988,1989,Gable,1461,GasA,Ex,Y,1509,0,1509,1,0,2,0,3,1,Gd,5,1,Fa,Y,224,0,0,0,0,0,
532,6155,Pave,6,8,1920,1999,Gable,611,GasA,Ex,Y,751,611,1362,0,0,2,0,3,1,TA,6,0,,Y,0,0,84,0,0,0,
533,7200,Pave,5,7,1955,2007,Gable,0,GasA,Ex,Y,827,0,827,0,0,1,0,2,1,TA,5,1,Po,Y,0,0,0,0,0,0,
534,5000,Pave,1,3,1946,1950,Gable,0,GasA,Fa,N,334,0,334,0,0,1,0,1,1,Fa,2,0,,N,0,0,0,0,0,0,
535,9056,Pave,8,5,2004,2004,Gable,707,GasA,Ex,Y,707,707,1414,0,0,2,1,3,1,Gd,6,1,Gd,Y,100,35,0,0,0,0,
536,7000,Pave,5,7,1910,1991,Gable,1117,GasA,TA,Y,820,527,1347,1,0,1,0,3,1,TA,5,0,,N,85,0,148,0,0,0,
537,8924,Pave,7,5,1998,1999,Gable,880,GasA,Ex,Y,880,844,1724,0,0,2,1,3,1,Gd,8,0,,Y,120,155,0,0,0,0,
538,12735,Pave,4,5,1972,1972,Hip,864,GasA,TA,Y,864,0,864,0,0,1,0,3,1,TA,5,0,,Y,216,0,0,0,0,0,
539,11553,Pave,5,5,1968,1968,Hip,1051,GasA,TA,Y,1159,0,1159,0,0,1,1,3,1,TA,7,1,Fa,Y,466,0,0,0,0,0,
540,11423,Pave,8,5,2001,2002,Gable,1581,GasA,Ex,Y,1601,0,1601,1,0,2,0,3,1,Gd,6,1,TA,Y,180,0,0,0,0,0,
541,14601,Pave,9,5,2006,2006,Hip,1838,GasA,Ex,Y,1838,0,1838,1,0,2,0,2,1,Ex,8,1,Gd,Y,270,68,0,0,0,0,
542,11000,Pave,8,5,2000,2000,Gable,969,GasA,Ex,Y,997,1288,2285,0,0,2,1,4,1,Gd,8,1,TA,Y,0,56,0,0,0,0,
543,10140,Pave,7,5,1998,1999,Hip,1650,GasA,Ex,Y,1680,0,1680,1,0,2,0,3,1,Gd,7,1,TA,Y,78,73,0,0,0,0,
544,4058,Pave,7,5,1998,1998,Gable,723,GasA,Ex,Y,767,0,767,1,0,1,0,1,1,TA,4,0,,Y,120,40,0,0,0,0,
545,17104,Pave,7,5,2006,2006,Gable,654,GasA,Ex,Y,664,832,1496,1,0,2,1,3,1,Gd,7,1,Gd,Y,100,24,0,0,0,0,
546,13837,Pave,7,5,1988,1988,Gable,1204,GasA,Gd,Y,1377,806,2183,0,0,2,1,4,1,Gd,9,0,,Y,0,0,0,0,0,0,
547,8737,Pave,6,7,1923,1950,Gable,1065,GasA,Ex,Y,915,720,1635,0,0,1,1,3,1,TA,6,1,Gd,Y,0,38,0,144,0,0,
548,7244,Pave,5,7,1970,1970,Gable,768,GasA,Ex,Y,768,0,768,1,0,1,0,2,1,TA,5,0,,Y,104,0,0,0,0,0,
549,8235,Pave,5,7,1955,1995,Gable,825,GasA,TA,Y,825,0,825,1,0,1,0,2,1,TA,4,0,,Y,140,50,0,0,0,0,
550,9375,Pave,7,5,2003,2004,Gable,912,GasA,Ex,Y,912,1182,2094,0,0,2,1,4,1,Gd,8,1,Gd,Y,182,182,0,0,0,0,
551,4043,Pave,6,6,1977,1977,Gable,1069,GasA,TA,Y,1069,0,1069,0,0,2,0,2,1,TA,4,0,,Y,0,55,0,0,200,0,
552,6000,Pave,5,6,1957,1957,Hip,928,GasA,Gd,Y,928,0,928,0,0,1,0,3,1,TA,5,0,,Y,0,0,0,0,0,0,
553,11146,Pave,8,5,2006,2006,Gable,1709,GasA,Ex,Y,1717,0,1717,0,0,2,0,3,1,Gd,7,1,Gd,Y,169,39,0,0,0,0,
554,8777,Pave,4,5,1949,2003,Gable,0,GasA,Ex,Y,1126,0,1126,0,0,2,0,2,1,Gd,5,0,,N,0,96,0,0,0,0,
555,10625,Pave,7,5,2003,2004,Gable,998,GasA,Ex,Y,1006,1040,2046,1,0,2,1,3,1,Gd,8,1,Gd,Y,320,62,0,0,0,0,
556,6380,Pave,5,6,1922,1950,Gable,993,GasA,TA,Y,1048,0,1048,0,0,1,0,2,1,TA,5,1,Gd,Y,0,0,116,0,0,0,
557,14850,Pave,5,5,1957,1957,Gable,1092,GasA,TA,Y,1092,0,1092,1,0,1,0,2,1,TA,6,1,TA,Y,268,0,0,0,122,0,
558,11040,Pave,4,6,1920,1950,Gable,637,GasA,Gd,Y,897,439,1336,0,0,1,1,3,1,TA,7,0,,Y,0,47,120,0,0,0,
559,21872,Pave,7,5,1996,1997,Gable,729,GasA,Ex,Y,729,717,1446,0,1,2,1,3,1,TA,6,1,TA,Y,264,22,0,0,0,0,
560,3196,Pave,7,5,2003,2004,Gable,1374,GasA,Ex,Y,1557,0,1557,0,0,2,0,2,1,Gd,7,1,TA,Y,143,20,0,0,0,0,
561,11341,Pave,5,6,1957,1996,Hip,1392,GasA,TA,Y,1392,0,1392,1,0,1,1,3,1,TA,5,1,Gd,Y,0,0,0,0,95,0,
562,10010,Pave,5,5,1974,1975,Gable,1389,GasA,Gd,Y,1389,0,1389,1,0,1,0,2,1,TA,6,1,TA,Y,240,38,0,0,0,0,
563,13907,Pave,5,6,1940,1969,Gable,996,GasA,Ex,Y,996,0,996,1,0,1,0,3,1,TA,6,1,Gd,Y,144,0,0,0,0,0,
564,21780,Pave,6,7,1918,1950,Gable,1163,GasA,Ex,Y,1163,511,1674,0,0,2,0,4,1,TA,8,1,Gd,N,72,36,0,0,144,0,
565,13346,Pave,7,5,1992,2000,Gable,1095,GasA,Ex,Y,1166,1129,2295,1,0,2,1,4,1,Gd,9,1,TA,Y,0,40,0,0,0,0,
566,6858,Pave,6,4,1915,1950,Gable,806,GasA,TA,N,841,806,1647,1,0,1,1,4,1,Fa,6,0,,Y,0,66,136,0,0,0,
567,11198,Pave,9,5,2005,2007,Hip,1122,GasA,Ex,Y,1134,1370,2504,0,0,2,1,4,1,Ex,11,1,Gd,Y,144,39,0,0,0,0,
568,10171,Pave,7,5,2004,2004,Gable,1517,GasA,Ex,Y,1535,0,1535,0,0,2,0,3,1,Gd,7,0,,Y,0,0,0,0,0,0,
569,12327,Pave,8,8,1983,2009,Gable,1496,GasA,Ex,Y,1496,636,2132,1,0,1,1,1,1,Gd,5,1,Gd,Y,349,40,0,0,0,0,
570,7032,Pave,5,5,1979,1979,Gable,943,GasA,TA,Y,943,0,943,1,0,1,0,2,1,TA,4,2,TA,Y,42,0,0,0,0,0,
571,13101,Pave,5,5,1965,1965,Gable,1728,GasA,TA,Y,1728,0,1728,0,0,2,0,6,2,TA,10,0,,Y,0,0,0,0,0,0,
572,7332,Pave,6,6,1959,1959,Gable,864,GasA,Ex,Y,864,0,864,1,0,1,0,2,1,Gd,4,0,,Y,168,0,0,0,0,0,
573,13159,Pave,7,5,2009,2009,Gable,846,GasA,Gd,Y,846,846,1692,0,0,2,1,3,1,Gd,6,0,,Y,208,114,0,0,0,0,
574,9967,Pave,7,5,2000,2000,Gable,384,GasA,Ex,Y,774,656,1430,0,0,2,1,3,1,TA,8,1,TA,Y,100,0,0,0,0,0,
575,10500,Pave,5,7,1971,2005,Gambrel,372,GasA,TA,Y,576,533,1109,0,1,1,0,3,1,TA,5,0,,Y,35,0,0,0,0,0,
576,8480,Pave,5,5,1947,1950,Gable,832,GasA,TA,Y,832,384,1216,0,0,1,0,2,1,TA,6,0,,Y,158,0,102,0,0,0,
577,6292,Pave,7,7,1928,1950,Gable,861,GasA,Gd,Y,877,600,1477,0,1,2,0,3,1,TA,6,1,Gd,Y,0,50,0,0,0,0,
578,11777,Pave,5,6,1966,1966,Gable,1164,GasA,Ex,Y,1320,0,1320,1,0,1,0,3,1,TA,6,2,Fa,Y,160,68,240,0,0,0,
579,3604,Pave,7,5,2007,2007,Gable,689,GasA,Ex,Y,703,689,1392,0,0,2,0,2,1,Gd,5,0,,Y,0,102,0,0,0,0,
580,12150,Pave,5,5,1954,1954,Gable,1050,GasA,Ex,N,1050,745,1795,0,0,2,0,4,1,TA,7,0,,Y,0,0,0,0,0,0,
581,14585,Pave,6,6,1960,1987,Gable,1144,GasA,Ex,Y,1429,0,1429,0,1,1,0,3,1,Gd,7,2,Gd,Y,216,110,0,0,0,0,
582,12704,Pave,8,5,2008,2009,Hip,2042,GasA,Ex,Y,2042,0,2042,0,0,2,1,3,1,Ex,8,1,Gd,Y,0,90,0,0,0,0,
583,11841,Grvl,6,5,1990,1990,Gable,816,GasA,TA,Y,816,0,816,1,0,1,0,3,1,TA,5,0,,Y,0,32,0,0,0,0,
584,13500,Pave,10,9,1893,2000,Gable,1237,GasA,Gd,Y,1521,1254,2775,0,0,3,1,3,1,Gd,9,1,Gd,Y,105,502,0,0,0,0,
585,6120,Pave,4,7,1935,1995,Gable,884,GasA,Ex,Y,989,584,1573,0,0,1,0,3,1,Gd,6,0,,Y,0,0,54,0,120,0,
586,11443,Pave,8,5,2005,2006,Hip,1868,GasA,Ex,Y,2028,0,2028,1,0,2,0,2,1,Gd,7,2,Gd,Y,326,66,0,0,0,0,
587,10267,Pave,6,7,1918,2000,Gable,816,GasA,Ex,Y,838,0,838,1,0,1,0,2,1,Fa,5,0,,N,0,0,112,0,0,0,
588,8740,Pave,5,6,1982,1982,Hip,840,GasA,TA,Y,860,0,860,1,0,1,0,2,1,TA,4,0,,Y,0,0,0,0,0,0,
589,25095,Pave,5,8,1968,2003,Flat,1437,GasA,Ex,Y,1473,0,1473,2,0,1,0,1,1,Ex,5,2,Gd,Y,0,48,0,0,60,0,
590,9100,Pave,5,6,1930,1960,Gable,742,GasA,TA,Y,779,0,935,0,0,1,0,2,1,TA,4,0,,P,0,0,0,0,0,0,
591,8320,Pave,7,5,2004,2004,Gable,770,GasA,Ex,Y,770,812,1582,0,0,2,1,3,1,Gd,6,0,,Y,0,45,0,0,0,0,
592,13478,Pave,10,5,2008,2008,Gable,1722,GasA,Ex,Y,1728,568,2296,1,0,2,1,3,1,Ex,10,1,Gd,Y,382,274,0,0,0,0,
593,6600,Pave,5,8,1982,2003,Gable,816,GasA,Ex,Y,816,0,816,1,0,1,0,2,1,TA,4,0,,Y,0,0,0,0,0,0,
594,4435,Pave,6,5,2003,2003,Gable,848,GasA,Ex,Y,848,0,848,1,0,1,0,1,1,Gd,4,0,,Y,140,0,0,0,0,0,
595,7990,Pave,5,6,1975,1975,Hip,924,GasA,TA,Y,924,0,924,0,0,1,0,3,1,TA,5,0,,Y,0,0,0,0,0,0,
596,11302,Pave,8,5,2005,2006,Gable,1814,GasA,Ex,Y,1826,0,1826,1,0,2,0,3,1,Gd,7,1,TA,Y,180,75,0,0,120,0,
597,3600,Pave,6,7,1910,1993,Gable,684,GasA,Ex,N,684,684,1368,0,0,1,0,3,1,TA,7,0,,N,0,158,0,0,0,0,
598,3922,Pave,7,5,2006,2007,Gable,1258,GasA,Ex,Y,1402,0,1402,0,2,0,2,2,1,Gd,7,1,Gd,Y,120,16,0,0,0,0,
599,12984,Pave,5,6,1977,1977,Gable,1430,GasA,Ex,Y,1647,0,1647,1,0,2,0,3,1,Gd,7,1,TA,Y,0,0,0,0,0,0,
600,1950,Pave,6,6,1980,1980,Gable,716,GasA,TA,Y,716,840,1556,1,0,2,1,3,1,TA,6,1,TA,Y,161,0,0,0,0,0,
601,10927,Pave,8,5,2005,2005,Gable,1058,GasA,Ex,Y,1058,846,1904,1,0,2,1,3,1,Ex,8,1,Gd,Y,179,60,0,0,0,0,
602,9000,Pave,6,6,1937,1950,Gable,780,GasA,TA,Y,780,595,1375,0,0,1,1,3,1,Gd,6,1,Gd,P,0,162,0,0,126,0,
603,10041,Pave,8,5,1992,1992,Gable,908,GasA,Ex,Y,927,988,1915,1,0,2,1,3,1,Gd,8,1,TA,Y,120,150,0,0,0,0,
604,3182,Pave,7,5,2004,2005,Gable,600,GasA,Ex,Y,600,600,1200,0,0,2,1,2,1,Gd,4,0,,Y,0,172,0,0,0,0,
605,12803,Pave,7,5,2002,2002,Gable,1494,GasA,Ex,Y,1494,0,1494,1,0,2,0,3,1,Gd,6,1,TA,Y,192,36,0,0,0,0,
606,13600,Pave,7,6,1965,1990,Gable,768,GasA,TA,Y,1186,800,1986,0,0,2,1,3,1,TA,7,3,Fa,Y,0,42,0,0,189,0,
607,12464,Pave,5,5,1996,1996,Gable,1040,GasA,Gd,Y,1040,0,1040,1,0,1,0,3,1,Gd,6,0,,Y,168,0,0,0,0,0,
608,7800,Pave,5,8,1948,2002,Gable,896,GasA,Ex,Y,1112,896,2008,1,0,3,0,3,1,Ex,8,0,,Y,103,0,0,0,0,0,
609,12168,Pave,8,6,1934,1998,Gable,965,GasA,TA,Y,1940,1254,3194,0,0,2,1,4,1,TA,10,2,Gd,Y,0,0,0,0,0,0,
610,7943,Pave,4,5,1961,1961,Gable,1029,GasA,Gd,Y,1029,0,1029,1,0,1,0,3,1,TA,5,0,,Y,64,0,39,0,0,0,
611,11050,Pave,9,5,2000,2000,Hip,1440,GasA,Ex,Y,1476,677,2153,1,0,2,1,3,1,Ex,8,2,Ex,Y,253,142,0,0,0,0,
612,10395,Pave,6,6,1978,1978,Gable,1032,GasA,TA,Y,1032,0,1032,0,1,2,0,3,1,TA,6,1,TA,Y,0,0,0,0,0,0,
613,11885,Pave,8,5,2001,2001,Gable,1299,GasA,Ex,Y,1299,573,1872,1,0,2,1,3,1,Ex,7,1,TA,Y,160,122,0,0,0,0,
614,8402,Pave,5,5,2007,2007,Gable,1120,GasA,Ex,Y,1120,0,1120,0,0,1,0,3,1,TA,6,0,,Y,0,30,0,0,0,0,
615,1491,Pave,4,6,1972,1972,Gable,630,GasA,Ex,Y,630,0,630,1,0,1,0,1,1,TA,3,0,,Y,96,24,0,0,0,0,
616,8800,Pave,6,7,1963,1963,Gable,936,GasA,Ex,Y,1054,0,1054,1,0,1,0,3,1,Gd,6,0,,Y,120,0,0,0,0,0,
617,7861,Pave,6,5,2002,2003,Gable,783,GasA,Ex,Y,807,702,1509,1,0,2,1,3,1,Gd,7,1,Gd,Y,100,75,0,0,0,0,
618,7227,Pave,6,6,1954,1954,Gable,832,GasA,Gd,Y,832,0,832,0,0,1,0,2,1,Gd,4,0,,Y,0,0,0,0,0,0,
619,11694,Pave,9,5,2007,2007,Hip,1822,GasA,Ex,Y,1828,0,1828,0,0,2,0,3,1,Gd,9,1,Gd,Y,0,108,0,0,260,0,
620,12244,Pave,8,5,2003,2003,Hip,1482,GasA,Ex,Y,1482,780,2262,1,0,2,1,4,1,Gd,10,2,Gd,Y,168,0,0,0,0,0,
621,8248,Pave,3,3,1914,1950,Gable,864,GasA,TA,N,864,0,864,1,0,1,0,2,1,TA,5,0,,N,0,0,100,0,0,0,
622,10800,Pave,6,7,1974,1997,Gable,1522,GasA,TA,Y,1548,1066,2614,0,0,2,1,4,1,TA,9,1,TA,Y,38,243,0,0,0,0,
623,7064,Pave,5,6,1977,1977,Gable,980,GasA,TA,Y,980,0,980,0,0,1,0,3,1,TA,6,0,,Y,192,0,0,0,0,0,
624,2117,Pave,6,5,2000,2000,Gable,756,GasA,Ex,Y,756,756,1512,0,0,2,1,2,1,Gd,4,1,TA,Y,0,32,0,0,0,0,
625,10400,Pave,6,5,1972,1972,Gable,732,GasA,Gd,Y,1012,778,1790,1,0,1,2,4,1,TA,8,1,TA,Y,148,0,0,0,147,0,
626,10000,Pave,6,6,1962,1962,Hip,1116,GasA,TA,Y,1116,0,1116,0,0,1,1,3,1,TA,5,0,,Y,0,0,0,0,385,0,
627,12342,Pave,5,5,1960,1978,Hip,978,GasA,TA,Y,1422,0,1422,0,0,1,0,3,1,TA,6,1,TA,Y,0,0,36,0,0,0,
628,9600,Pave,6,6,1955,1972,Gable,1156,GasA,Ex,Y,1520,0,1520,1,0,1,0,3,1,TA,7,2,Gd,Y,0,0,189,0,0,0,
629,11606,Pave,5,5,1969,1969,Gable,1040,GasA,TA,Y,1040,1040,2080,0,1,1,2,5,1,Fa,9,2,TA,Y,335,0,0,0,0,0,
630,9020,Pave,6,5,1964,1964,Gable,1248,GasA,TA,Y,1350,0,1350,1,0,1,1,3,1,TA,6,0,,Y,176,0,0,0,0,0,
631,9000,Pave,5,6,1880,1991,Gable,636,GasA,TA,Y,1089,661,1750,0,0,1,0,3,1,Ex,8,0,,N,0,0,293,0,0,0,
632,4590,Pave,8,5,2006,2006,Gable,1554,GasA,Ex,Y,1554,0,1554,0,0,2,0,2,1,Gd,6,1,Gd,Y,156,73,0,0,0,0,
633,11900,Pave,7,5,1977,1977,Hip,1386,GasA,TA,Y,1411,0,1411,0,0,2,0,3,1,TA,6,1,TA,Y,192,0,0,0,0,0,
634,9250,Pave,5,7,1954,2005,Gable,1056,GasA,TA,Y,1056,0,1056,0,1,1,0,3,1,TA,6,0,,Y,390,0,0,0,0,0,
635,6979,Pave,6,5,1980,1980,Gable,1056,GasA,Gd,Y,1056,0,1056,2,0,0,0,0,2,TA,4,0,,Y,264,56,0,0,0,0,
636,10896,Pave,6,7,1914,1995,Hip,1440,GasA,Ex,Y,1440,1440,3395,0,0,2,0,8,2,Fa,14,0,,N,0,110,0,0,0,0,
637,6120,Pave,2,3,1936,1950,Gable,264,Grav,Fa,N,800,0,800,0,0,1,0,1,1,Fa,4,1,Po,N,0,0,0,0,0,0,
638,6000,Pave,5,4,1954,1954,Gable,811,GasA,TA,Y,811,576,1387,0,0,2,0,3,2,Gd,7,0,,Y,0,0,0,0,0,0,
639,8777,Pave,5,7,1910,1950,Gable,796,GasA,Gd,Y,796,0,796,0,0,1,0,2,1,TA,4,0,,P,328,0,164,0,0,0,
640,3982,Pave,8,5,2006,2006,Hip,1520,GasA,Ex,Y,1567,0,1567,1,0,2,0,1,1,Ex,7,1,Gd,Y,312,0,0,0,0,0,
641,12677,Pave,8,5,2003,2004,Hip,1518,GasA,Ex,Y,1518,0,1518,0,0,1,1,1,1,Ex,6,1,Gd,Y,185,140,0,0,0,0,
642,7050,Pave,7,5,2001,2001,Gable,1057,GasA,Ex,Y,1057,872,1929,1,0,2,1,3,1,Gd,7,1,TA,Y,0,235,0,0,0,0,
643,13860,Pave,8,7,1972,1995,Gable,1952,GasA,Gd,Y,2000,704,2704,1,0,2,1,4,1,Ex,9,3,TA,Y,269,111,0,0,0,0,
644,10793,Pave,5,5,1969,1969,Mansard,780,GasA,Ex,Y,780,840,1620,0,0,2,1,4,1,TA,7,0,,Y,208,0,0,0,0,0,
645,9187,Pave,9,5,2009,2009,Gable,1766,GasA,Ex,Y,1766,0,1766,1,0,2,1,2,1,Ex,7,1,Gd,Y,195,130,0,0,0,0,
646,10530,Pave,6,5,1971,1971,Hip,981,GasA,TA,Y,981,0,981,1,0,1,1,3,1,TA,5,0,,Y,0,312,40,0,0,0,
647,7200,Pave,5,5,1950,1950,Hip,0,GasA,Gd,Y,1048,0,1048,0,0,1,0,3,1,TA,7,0,,Y,0,27,0,0,0,0,
648,10452,Pave,6,5,1953,1953,Hip,1094,GasA,Ex,Y,1094,0,1094,0,0,1,0,3,1,TA,5,2,Gd,Y,0,0,0,0,287,0,
649,7700,Pave,6,5,1966,1966,Gable,756,GasA,TA,Y,1051,788,1839,0,0,1,1,4,1,TA,7,1,TA,Y,0,124,216,0,0,0,
650,1936,Pave,4,6,1970,1970,Gable,630,GasA,Gd,Y,630,0,630,1,0,1,0,1,1,TA,3,0,,Y,0,0,0,0,0,0,
651,8125,Pave,7,6,2007,2007,Gable,813,GasA,Ex,Y,822,843,1665,0,0,2,1,3,1,Gd,7,0,,Y,0,0,0,0,0,0,
652,9084,Pave,4,5,1940,1950,Gable,755,GasA,TA,Y,755,755,1510,1,0,1,0,4,1,TA,7,1,Gd,P,120,0,0,0,0,0,
653,8750,Pave,7,5,1996,1996,Gable,880,GasA,Ex,Y,909,807,1716,0,0,2,1,2,1,Gd,7,1,TA,Y,0,120,0,0,0,0,
654,10320,Pave,6,7,1906,1995,Gable,756,GasA,Ex,Y,756,713,1469,0,0,1,0,3,1,TA,7,0,,Y,57,0,239,0,0,0,
655,10437,Pave,8,6,1995,1995,Hip,2109,GasA,Ex,Y,2113,0,2113,1,0,2,1,2,1,Gd,7,1,TA,Y,236,46,0,0,0,0,
656,1680,Pave,6,5,1971,1971,Gable,525,GasA,TA,Y,525,567,1092,0,0,1,1,3,1,TA,6,0,,Y,0,0,0,0,0,0,
657,10007,Pave,5,7,1959,2006,Gable,1053,GasA,Ex,Y,1053,0,1053,1,0,1,1,3,1,Gd,5,0,,Y,0,0,0,0,0,0,
658,7200,Pave,7,6,1931,2000,Gable,776,GasA,TA,Y,851,651,1502,0,0,1,1,3,1,TA,6,1,Gd,P,0,0,112,0,0,0,
659,17503,Pave,6,5,1948,1950,Gable,912,GasA,TA,Y,912,546,1458,0,1,1,0,3,1,TA,6,1,Gd,Y,192,0,0,0,0,0,
660,9937,Pave,5,7,1964,1999,Hip,1486,GasA,Ex,Y,1486,0,1486,1,0,1,0,3,1,TA,7,0,,Y,0,0,0,0,0,0,
661,12384,Pave,7,7,1976,1976,Gable,793,GasA,TA,Y,1142,793,1935,0,0,2,1,3,1,TA,7,1,TA,Y,0,113,252,0,0,0,
662,46589,Pave,8,7,1994,2005,Hip,1629,GasA,Ex,Y,1686,762,2448,1,0,2,1,4,1,Gd,8,1,TA,Y,517,76,0,0,0,0,
663,13560,Pave,6,3,1968,1968,Hip,1392,GasA,Gd,Y,1392,0,1392,1,0,1,0,2,1,TA,5,2,TA,Y,0,0,240,0,0,0,
664,10012,Pave,4,5,1972,1972,Gable,1138,GasA,TA,Y,1181,0,1181,1,0,2,0,3,1,TA,6,0,,Y,0,0,180,0,0,0,
665,20896,Pave,8,5,2005,2006,Gable,2077,GasA,Ex,Y,2097,0,2097,1,0,1,1,1,1,Ex,8,1,Ex,Y,192,267,0,0,0,0,
666,11194,Pave,8,5,2000,2000,Gable,1406,GasA,Ex,Y,1454,482,1936,0,0,2,1,3,1,Gd,7,1,TA,Y,188,124,0,0,0,0,
667,18450,Pave,6,5,1965,1979,Flat,1021,GasA,TA,Y,1465,915,2380,0,0,2,1,3,1,TA,7,1,Po,Y,0,265,0,0,0,0,
668,8125,Pave,6,5,1994,1998,Gable,1408,GasA,Ex,Y,1679,0,1679,1,0,2,0,3,1,Gd,7,1,Fa,Y,224,42,0,0,0,0,
669,14175,Pave,5,6,1956,1987,Gable,1188,GasA,Gd,Y,1437,0,1437,1,0,1,1,3,1,TA,6,1,TA,Y,304,0,0,0,0,0,
670,11600,Pave,4,5,1922,1950,Gable,700,GasA,Ex,Y,1180,0,1180,0,0,1,0,2,1,Fa,5,1,Gd,Y,0,0,67,0,0,0,
671,8633,Pave,6,5,2005,2005,Gable,738,GasA,Ex,Y,738,738,1476,1,0,2,1,3,1,Gd,7,0,,Y,100,35,0,0,0,0,
