LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea
8700,5,6,1963,1120,1128,0,1128,3,1,6,0,2,525
3675,6,5,2005,547,1072,0,1072,2,1,5,0,2,525
63887,10,5,2008,6110,4692,950,5642,3,1,12,3,2,1418
7500,5,7,1959,1246,1246,0,1246,3,1,6,0,1,305
10762,7,5,1999,978,1005,978,1983,3,1,9,1,2,490
7500,6,7,1942,771,753,741,1494,3,1,7,2,1,213
10120,8,5,1994,1165,1203,1323,2526,4,1,8,1,3,844
8688,7,5,2005,1616,1616,0,1616,3,1,7,0,3,834
3363,7,5,2004,976,976,732,1708,3,1,7,0,2,380
13173,9,5,2006,1652,1652,0,1652,2,1,6,2,2,840
6955,7,5,2005,1368,1368,0,1368,2,1,6,1,2,474
8072,5,5,1994,990,990,0,990,3,1,5,0,2,480
12000,5,7,1948,924,1122,0,1122,2,1,6,0,2,528
7153,6,5,1991,1278,1294,0,1294,3,1,6,0,2,496
17500,7,8,1959,1902,1902,0,1902,3,1,7,2,2,567
8814,7,5,2005,1274,1274,0,1274,3,1,6,0,2,508
9572,8,5,1990,1453,1453,1357,2810,4,1,9,1,2,750
14774,9,5,1999,1393,1422,1177,2599,4,1,10,1,3,779
8190,4,6,1954,948,948,0,948,3,1,5,1,1,280
11075,6,5,1969,952,1092,1020,2112,4,1,9,2,2,576
10226,8,5,2008,1622,1630,0,1630,3,1,8,1,3,860
4230,7,5,2006,1352,1352,0,1352,2,1,5,1,2,466
14781,8,5,2001,1753,1787,0,1787,3,1,7,1,3,748
10215,4,5,1954,864,948,0,948,3,1,5,0,1,248
8400,6,3,1957,1478,1478,0,1478,3,1,6,2,2,442
6627,3,6,1949,0,720,0,720,2,1,4,0,1,287
10186,7,5,1992,750,1061,862,1923,3,1,8,1,2,564
5330,4,7,1940,420,708,0,708,2,1,5,0,0,0
9986,8,5,2006,1795,1795,0,1795,2,1,7,1,3,895
3636,4,4,1922,796,796,0,796,2,1,5,0,0,0
4270,3,6,1931,544,774,0,774,3,1,6,0,0,0
6600,5,9,1982,816,816,0,816,3,1,5,1,1,264
10440,6,7,1920,1510,1584,1208,2792,5,1,8,2,2,520
9084,7,5,1998,935,955,677,1632,3,1,8,1,2,462
10000,8,5,2006,1588,1588,0,1588,3,1,7,1,3,825
10780,5,5,1976,911,954,0,954,3,1,6,0,2,576
8877,4,6,1938,816,816,0,816,2,1,3,1,1,288
7200,5,6,1938,803,803,557,1360,2,1,6,0,1,297
2368,5,6,1970,765,765,600,1365,3,1,7,0,2,440
9650,6,5,1977,1350,1334,0,1334,2,1,6,1,2,630
9246,5,5,1973,1656,1656,0,1656,4,2,8,0,2,506
4118,4,4,1941,693,693,0,693,2,1,4,0,0,0
13450,7,5,2002,916,920,941,1861,3,1,8,0,2,492
9560,5,7,1972,864,864,0,864,3,1,5,0,1,288
8294,4,5,1971,858,872,0,872,3,1,5,0,4,480
13695,6,5,2003,1114,1114,0,1114,3,1,6,0,2,576
9375,8,5,2002,1284,1284,885,2169,3,1,7,1,2,647
7558,6,6,1928,896,1172,741,1913,3,1,9,1,2,342
11103,7,5,2006,728,728,728,1456,3,1,8,1,2,440
6000,4,4,1920,960,960,0,960,2,1,5,0,1,308
20781,7,7,1968,1568,2156,0,2156,3,1,9,1,2,508
15306,8,5,2006,1732,1776,0,1776,3,1,7,1,3,712
16196,7,5,1998,1482,1494,0,1494,3,1,5,1,2,514
5250,8,5,1872,684,938,1215,2358,4,1,8,0,0,0
11643,5,5,1969,1248,1338,1296,2634,6,2,12,0,4,968
9247,6,6,1962,858,858,858,1716,4,1,8,1,2,490
6000,6,9,1937,698,786,390,1176,2,1,4,0,2,624
14720,8,5,1995,2033,2053,1185,3238,4,1,9,1,3,666
10316,7,5,2000,992,992,873,1865,3,1,7,1,3,839
10192,7,6,1968,570,1222,698,1920,4,1,8,1,2,487
9477,5,5,1966,864,892,0,892,3,1,5,0,1,264
12537,5,6,1971,1078,1078,0,1078,3,1,6,1,2,500
2117,6,5,2000,756,769,804,1573,3,1,5,0,2,440
16737,9,5,2004,1980,1980,0,1980,3,1,8,1,3,770
9842,5,6,1921,612,990,1611,2601,4,1,8,0,2,621
16158,7,5,2005,1530,1530,0,1530,3,1,7,1,2,430
12513,4,4,1920,715,1281,457,1738,4,1,7,1,1,368
8499,6,5,2006,616,616,796,1412,3,1,6,1,2,432
3180,7,5,2005,600,520,600,1200,2,1,4,0,2,480
7500,7,5,2000,814,814,860,1674,3,1,7,0,2,663
9179,7,5,1999,873,882,908,1790,3,1,7,0,2,588
2665,5,6,1977,757,925,550,1475,4,1,6,1,1,336
4435,6,5,2003,848,848,0,848,1,1,4,0,2,420
10635,8,5,2003,1657,1668,0,1668,3,1,8,1,2,502
5400,4,6,1920,840,840,534,1374,2,1,6,0,1,338
9600,6,6,1955,992,1661,0,1661,3,1,8,1,1,377
9750,7,6,1998,1108,1108,989,2097,3,1,8,1,2,583
11400,10,5,2001,2633,2633,0,2633,2,1,8,2,3,804
10625,7,5,2005,1026,1026,932,1958,3,1,9,1,3,936
10991,8,5,2007,1571,1571,0,1571,3,1,7,1,3,722
6292,6,5,1930,768,790,0,790,2,1,4,0,1,160
10998,5,5,1941,984,984,620,1604,3,1,6,0,2,660
1953,6,5,1973,483,483,504,987,2,1,5,0,1,264
9735,5,5,2006,384,754,640,1394,3,1,7,0,2,400
8212,3,3,1914,864,864,0,864,2,1,5,0,1,200
12925,6,7,1970,1205,2117,0,2117,4,1,7,2,2,550
7200,7,7,1920,596,998,764,1762,4,1,8,0,2,576
25339,5,7,1918,816,1416,0,1416,3,1,7,0,2,576
9060,6,5,1939,560,698,560,1258,2,1,6,0,1,280
5436,4,8,1922,796,796,358,1154,3,1,7,0,1,240
16692,7,5,1978,1392,1392,1392,2784,5,1,12,2,2,564
8520,6,7,1916,714,1664,862,2526,5,1,10,1,1,216
14892,9,5,2006,1746,1746,0,1746,3,1,7,2,3,758
6000,6,6,1941,735,869,349,1218,3,1,6,1,2,440
9100,7,5,2000,1525,1525,0,1525,3,1,6,0,2,541
8944,5,5,1967,1584,1584,0,1584,4,2,8,0,3,792
7838,5,5,1967,864,900,0,900,3,1,6,1,1,288
10800,6,7,1905,482,1221,691,1912,3,2,7,1,2,672
4045,7,5,2006,1356,1500,0,1500,2,1,6,1,3,648
12665,8,5,2005,1094,1133,1349,2482,4,1,9,1,3,642
57200,5,5,1948,747,1687,0,1687,3,1,7,2,2,572
6120,5,8,1920,939,939,574,1513,4,1,8,0,1,180
7200,5,4,1950,1208,1136,768,1904,3,1,7,0,1,240
6171,6,6,1925,976,1160,448,1608,3,1,7,1,1,216
6000,6,7,1929,862,950,208,1158,3,1,5,1,1,208
7415,6,5,2004,839,864,729,1593,3,1,8,1,2,398
6762,7,5,2006,1286,1294,0,1294,2,1,6,1,2,662
15256,8,5,2007,1485,1464,0,1464,3,1,6,0,3,754
10410,3,4,1915,672,694,520,1214,3,1,6,0,3,936
3842,8,5,2004,1594,1646,0,1646,2,1,5,1,2,482
8445,5,7,1972,768,768,0,768,2,1,5,0,2,396
8780,5,5,1985,833,833,0,833,3,1,5,0,0,0
7740,4,7,1910,622,741,622,1363,3,1,6,0,2,528
20544,7,6,1986,791,1236,857,2093,3,1,7,1,2,542
12420,7,5,2001,944,944,896,1840,3,1,6,0,2,622
9600,6,8,1950,856,1112,556,1668,3,1,6,0,1,271
7200,4,5,1949,0,1040,0,1040,2,2,6,0,2,420
10994,8,5,2005,1844,1844,0,1844,2,1,7,1,2,620
13053,6,7,1923,833,1053,795,1848,4,1,8,1,2,370
3635,7,5,2007,1386,1569,0,1569,1,1,7,1,3,660
11340,4,6,1885,777,1246,1044,2290,4,2,11,0,2,560
16545,8,5,1998,1284,1310,1140,2450,3,1,7,1,3,1069
9204,5,5,1963,1144,1144,0,1144,3,1,6,0,1,336
16381,6,5,1969,1844,1844,0,1844,3,1,7,1,2,540
11700,6,6,1968,708,708,708,1416,3,1,7,1,2,776
4043,6,5,1977,1069,1069,0,1069,2,1,4,1,2,440
4435,6,5,2003,848,848,0,848,1,1,3,0,2,420
19690,6,7,1966,697,1575,626,2201,4,1,8,1,2,432
9503,5,5,1958,1024,1344,0,1344,2,1,6,1,1,484
10721,6,6,1959,1252,1252,0,1252,3,1,7,0,2,528
10944,7,5,1994,1223,1223,904,2127,3,1,5,2,2,525
10930,5,6,1945,913,1048,510,1558,3,1,6,1,1,288
7200,5,7,1940,788,804,0,804,2,1,4,2,1,240
12546,6,7,1981,1440,1440,0,1440,3,1,7,1,2,467
21930,5,5,2005,732,734,1104,1838,4,1,7,1,2,372
4928,6,6,1976,958,958,0,958,2,1,5,0,2,440
10800,4,6,1927,656,968,0,968,4,1,5,0,1,216
10261,6,5,2000,936,962,830,1792,3,1,8,1,2,451
17400,5,5,1977,1126,1126,0,1126,3,1,5,1,2,484
8400,6,9,1962,1319,1537,0,1537,3,1,7,1,2,462
9000,4,6,1971,864,864,0,864,3,1,5,0,2,528
12444,8,5,2008,1932,1932,0,1932,2,1,7,1,3,774
7407,6,7,1957,912,1236,0,1236,2,1,6,0,2,923
11584,7,6,1979,539,1040,685,1725,3,1,6,1,2,550
11526,6,7,1922,588,1423,748,2555,3,1,11,1,2,672
4426,6,5,2004,848,848,0,848,1,1,3,1,2,420
11003,10,5,2008,1017,1026,981,2007,3,1,10,1,3,812
8854,6,6,1916,952,952,0,952,2,1,4,1,1,192
8500,7,5,2004,1422,1422,0,1422,3,1,7,0,2,626
8400,6,5,1966,814,913,0,913,3,1,6,0,1,240
26142,5,7,1962,1188,1188,0,1188,3,1,6,0,1,312
10000,8,5,1995,1220,1220,870,2090,3,1,8,1,2,556
11767,4,7,1910,560,796,550,1346,2,1,6,0,1,384
1533,5,7,1970,630,630,0,630,1,1,3,0,0,0
9000,5,5,1974,896,896,896,1792,4,2,8,0,0,0
9262,8,5,2008,1573,1578,0,1578,3,1,7,1,3,840
3675,5,5,2005,547,1072,0,1072,2,1,5,0,2,525
17217,5,5,2006,1140,1140,0,1140,3,1,6,0,0,0
7500,7,5,2004,1221,1221,0,1221,2,1,6,0,2,400
7917,6,5,1999,953,953,694,1647,3,1,7,1,2,460
13175,6,6,1978,1542,2073,0,2073,3,1,7,2,2,500
9042,7,9,1941,1152,1188,1152,2340,4,1,9,2,1,252
9717,5,6,1950,1078,1078,0,1078,2,1,5,0,1,240
9937,5,6,1965,1256,1256,0,1256,3,1,6,0,1,276
