const,LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,OpenPorchSF,YrSold,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,CentralAir_Y
1.0,7024,5,5,2005,1090,1090,1090,1,2,1,3,5,49,2007,0,1,0,0,1
1.0,13758,7,5,1990,1156,1187,1717,2,3,1,4,7,36,2007,0,0,0,0,1
1.0,9636,6,5,1992,808,808,1593,2,3,1,3,7,40,2009,0,1,0,0,1
1.0,6204,4,5,1912,795,954,2230,1,5,1,3,10,188,2006,0,0,0,1,0
1.0,7150,5,5,1967,892,892,892,1,3,1,3,5,0,2009,0,0,0,1,1
1.0,5119,9,5,1999,1698,1709,1709,2,2,1,4,5,65,2008,0,0,0,0,1
1.0,8393,5,5,1959,1626,1712,1712,2,4,2,3,8,54,2006,0,0,0,0,1
1.0,16466,5,7,1955,816,872,1393,1,3,1,3,8,0,2008,0,0,0,1,1
1.0,15865,8,6,1970,2217,2217,2217,2,4,1,4,8,207,2007,0,0,0,0,1
1.0,12160,6,4,1953,1505,1505,1505,1,2,1,3,6,0,2009,0,0,0,0,1
1.0,8064,5,7,1949,672,672,924,1,3,1,3,6,0,2007,0,0,0,0,1
1.0,11184,6,5,1978,918,918,1683,2,3,1,3,7,0,2009,0,1,0,0,1
1.0,8414,6,8,1963,1059,1068,1068,1,3,1,3,6,0,2006,0,0,0,1,1
1.0,13284,5,5,1954,1383,1383,1383,1,3,1,3,6,116,2008,0,0,0,1,1
1.0,7018,5,5,1979,0,1535,1535,2,4,2,3,8,0,2009,0,0,0,1,1
1.0,7056,6,5,1963,780,983,1796,1,4,1,3,8,50,2008,0,0,0,1,1
1.0,8765,4,6,1936,951,951,951,1,2,1,3,6,28,2006,0,0,0,0,0
1.0,7018,5,5,1979,0,1120,2240,2,6,2,3,12,0,2009,0,0,0,1,1
1.0,12919,9,5,2009,2330,2364,2364,2,2,1,5,11,67,2010,0,0,0,0,1
1.0,6993,5,7,1961,912,1236,1236,1,3,1,3,6,0,2006,0,0,0,1,1
1.0,7340,4,6,1971,858,858,858,1,2,1,3,4,0,2007,0,0,0,1,1
1.0,8712,5,7,1957,992,1306,1306,1,2,1,3,5,0,2009,0,0,0,1,1
1.0,7875,7,5,2003,783,807,1509,2,3,1,4,8,75,2006,0,0,0,0,1
1.0,14859,7,5,2006,1670,1670,1670,2,3,1,4,7,60,2006,0,0,0,0,1
1.0,6173,5,6,1967,876,902,902,1,3,1,3,6,0,2007,0,0,0,1,1
1.0,9920,5,5,1954,1056,1063,1063,1,3,1,3,6,0,2010,0,0,0,1,1
1.0,13501,8,5,2006,1623,1636,1636,2,3,1,4,8,60,2007,0,0,0,0,1
1.0,11500,7,7,1936,1017,1020,2057,1,3,1,4,6,0,2006,0,1,0,0,1
1.0,8885,5,5,1983,864,902,902,1,2,1,3,5,0,2006,0,0,0,1,1
1.0,12589,6,5,2005,742,742,1484,2,3,1,4,8,24,2009,0,0,0,0,1
1.0,11600,5,5,1960,1105,1105,2274,2,5,2,3,12,0,2010,0,0,0,1,1
1.0,9286,5,7,1977,1268,1268,1268,1,3,1,4,5,0,2009,0,0,0,1,1
1.0,6120,5,7,1925,768,1015,1015,1,3,1,3,6,0,2006,0,0,0,1,0
1.0,6270,5,6,1949,1001,1001,2002,2,4,2,3,8,0,2007,0,0,0,1,0
1.0,3000,6,5,2009,612,612,1224,2,2,1,4,4,234,2009,0,0,0,0,1
1.0,2001,4,5,1970,546,546,1092,1,3,1,3,6,0,2007,1,0,0,0,1
1.0,9000,2,3,1949,480,480,480,0,1,1,3,4,0,2006,0,0,0,1,0
1.0,17140,4,6,1956,1134,1229,1229,1,3,1,3,6,0,2009,0,0,0,0,1
1.0,13125,7,5,1991,1104,912,2127,2,4,1,4,8,192,2007,0,0,0,0,1
1.0,11029,6,8,1958,1184,1414,1414,1,3,1,3,6,51,2008,0,0,0,0,1
1.0,8462,6,5,1994,928,936,1721,2,3,1,4,7,87,2007,0,0,0,0,1
1.0,8777,5,7,1900,1272,1272,2200,2,4,2,3,9,70,2008,0,1,0,0,1
1.0,10237,6,5,2005,1316,1316,1316,2,3,1,4,6,0,2006,0,0,0,0,1
1.0,8012,6,5,1993,1604,1617,1617,2,2,1,4,5,69,2008,0,0,0,0,1
1.0,10240,6,6,1980,1686,1686,1686,2,3,1,3,7,131,2006,0,0,0,1,1
1.0,15611,5,6,1977,1126,1126,1126,2,3,1,5,6,0,2008,0,0,0,1,1
1.0,11999,8,5,2003,1181,1234,2374,2,4,1,5,10,100,2007,0,0,0,0,1
1.0,9900,7,5,1968,832,1098,1978,2,4,1,3,9,43,2008,0,1,0,0,1
1.0,11838,8,5,2001,1753,1788,1788,2,3,1,5,7,151,2009,0,0,0,0,1
1.0,13006,7,5,1997,964,993,2236,2,4,1,4,8,0,2006,0,1,0,0,1
1.0,8925,8,5,2007,1466,1466,1466,2,3,1,4,7,18,2009,0,0,0,0,1
1.0,9100,5,6,1965,925,925,925,1,2,1,3,5,0,2009,0,0,0,0,1
1.0,11670,9,5,2006,1905,1905,1905,2,3,1,5,8,191,2007,0,0,0,0,1
1.0,8487,7,5,2004,1500,1500,1500,2,3,1,4,6,36,2009,0,0,0,0,1
1.0,27650,7,7,1960,585,2069,2069,2,4,1,4,9,0,2008,0,0,0,0,1
1.0,5825,4,5,1926,600,747,747,1,1,1,3,5,0,2006,0,1,0,0,1
1.0,10083,7,5,2003,1176,1200,1200,2,2,1,4,5,41,2009,0,0,0,0,1
1.0,9675,7,5,2005,1113,1113,1971,2,3,1,4,8,48,2009,0,0,0,0,1
1.0,8760,7,5,2006,1391,1391,1962,2,3,1,4,7,90,2006,0,0,0,0,1
1.0,24090,7,7,1940,1032,1207,2403,2,4,1,3,10,0,2010,0,0,0,0,1
1.0,12640,6,5,1976,1728,1728,1728,2,4,2,3,8,0,2006,0,0,0,1,1
1.0,8755,7,5,1999,992,1022,2060,2,3,1,4,8,0,2009,0,0,0,0,1
1.0,7711,4,3,1977,1440,1440,1440,2,4,2,3,8,0,2007,0,0,0,1,1
1.0,25000,5,4,1967,1632,1632,1632,2,4,2,3,8,0,2007,0,0,0,1,1
1.0,14375,6,6,1958,819,1344,1344,1,3,1,4,7,118,2009,0,1,0,0,1
1.0,8820,5,6,1890,1088,1188,1869,1,2,1,3,7,0,2009,0,0,0,1,1
1.0,8163,5,6,1959,1144,1144,1144,1,3,1,3,6,0,2006,0,0,0,1,1
1.0,14536,8,5,2002,1616,1629,1629,2,3,1,4,9,252,2007,0,0,0,0,1
1.0,14006,7,5,2002,936,936,1776,2,3,1,4,7,96,2006,0,0,0,0,1
1.0,9360,6,7,1972,1161,1381,1381,1,3,1,4,5,0,2010,0,0,0,1,1
1.0,7200,5,8,1950,864,864,864,1,3,1,4,5,0,2007,0,1,0,0,1
1.0,7800,5,5,1965,828,965,965,1,3,1,3,6,0,2006,0,1,0,0,1
1.0,7200,5,8,1972,768,768,768,1,2,1,3,5,0,2009,0,1,0,0,1
1.0,11075,5,4,1969,784,1168,1968,2,4,1,3,7,189,2008,0,0,0,0,1
1.0,9400,6,5,1975,945,980,980,2,4,0,3,4,0,2006,0,0,0,1,1
1.0,7136,6,6,1946,979,979,1958,2,4,2,3,8,0,2007,0,0,0,1,0
1.0,1300,6,6,1980,561,561,1229,1,2,1,3,5,0,2009,0,0,0,1,1
1.0,7420,5,5,1962,1057,1057,1057,1,3,1,3,6,0,2007,0,0,0,1,1
1.0,8450,7,5,2003,1337,1337,1337,2,3,1,4,6,39,2007,0,0,0,0,1
1.0,2572,7,5,1999,696,696,1416,2,3,1,4,6,44,2010,0,0,0,0,1
1.0,7207,5,7,1958,858,858,858,1,2,1,3,4,0,2010,0,1,0,0,1
1.0,12227,6,7,1977,1330,1542,2872,2,4,1,3,11,282,2008,0,0,0,1,1
1.0,2308,6,6,1976,804,804,1548,2,3,1,4,7,0,2007,0,0,0,1,1
1.0,11923,9,5,2007,1800,1800,1800,2,2,1,5,7,136,2009,0,0,0,0,1
1.0,11316,7,5,2002,817,824,1894,2,4,1,4,8,40,2010,0,0,0,0,1
1.0,10237,6,5,2005,783,783,1484,2,3,1,4,8,72,2007,0,0,0,0,1
1.0,9600,5,7,1940,728,976,1308,1,2,1,3,7,70,2009,0,0,0,0,1
1.0,7390,5,7,1955,1098,1098,1098,1,3,1,3,6,0,2008,0,0,0,1,1
1.0,5925,3,6,1910,600,600,968,1,2,1,3,6,0,2009,1,0,0,0,0
1.0,10382,6,5,1958,588,1095,1095,1,2,1,3,6,0,2006,0,0,0,1,1
1.0,10800,4,4,1949,720,720,1192,1,4,1,3,6,0,2006,0,0,0,1,0
1.0,2268,7,5,2003,764,764,1626,2,2,1,4,6,27,2009,0,0,0,0,1
1.0,7892,6,5,1979,918,918,918,2,2,1,3,5,0,2010,0,0,0,1,1
1.0,11639,7,5,2007,1428,1428,1428,2,3,1,4,6,120,2008,0,0,0,0,1
1.0,11414,7,8,1910,728,1136,2019,1,3,1,4,8,135,2009,0,0,0,1,0
1.0,2651,7,5,2000,673,673,1382,2,3,1,4,6,50,2006,0,0,0,0,1
1.0,5900,4,7,1923,440,869,869,1,2,1,2,4,0,2006,0,0,0,1,1
1.0,4274,7,5,2006,1241,1241,1241,1,1,1,4,4,116,2007,0,0,0,0,1
1.0,9450,4,5,1954,894,894,894,1,3,1,3,5,0,2007,0,0,0,0,1
1.0,8816,5,6,1963,1121,1121,1121,1,3,1,3,5,80,2009,0,0,0,1,1
1.0,12122,7,9,1961,944,999,999,1,3,1,5,6,76,2008,0,1,0,0,1
1.0,12203,8,5,1998,1225,1276,2612,2,4,1,4,8,0,2009,0,0,0,0,1
1.0,3182,7,5,2007,1266,1266,1266,2,2,1,4,6,16,2008,0,0,0,0,1
1.0,11250,8,5,2002,1128,1149,2290,2,4,1,4,9,0,2008,0,0,0,0,1
1.0,10125,5,5,1977,0,1302,1734,2,4,2,4,8,0,2009,0,0,0,1,1
1.0,10880,5,5,1950,1164,1164,1164,1,3,1,3,5,48,2008,0,0,0,1,0
1.0,5310,6,8,1910,485,1001,1635,1,2,1,4,5,0,2006,0,1,0,0,1
1.0,10159,9,5,2009,1930,1940,1940,2,3,1,5,8,95,2010,0,0,0,0,1
1.0,12046,6,6,1976,848,1118,2030,2,4,1,4,8,224,2007,0,0,0,1,1
1.0,8125,7,5,2006,770,778,1576,2,3,1,4,6,50,2006,0,0,0,0,1
1.0,9452,8,5,1997,1396,1407,2392,2,3,1,4,7,70,2006,0,0,0,0,1
1.0,17671,8,9,1882,916,916,1742,1,4,1,4,8,169,2009,0,1,0,0,1
1.0,9760,6,8,1964,822,1020,1851,2,3,1,4,7,42,2007,0,1,0,0,1
1.0,8846,6,5,2005,750,750,1500,2,3,1,4,6,35,2006,0,0,0,0,1
1.0,12456,10,5,2006,1700,1718,1718,2,3,1,5,7,48,2009,0,0,0,0,1
1.0,4712,4,7,1946,747,774,1230,1,3,1,3,5,57,2006,0,0,0,1,1
1.0,10659,5,6,1961,1050,1050,1050,1,3,1,3,6,319,2006,0,0,0,1,1
1.0,11717,6,6,1970,1442,1442,1442,2,2,1,3,6,0,2009,0,0,0,1,1
1.0,9786,3,4,1922,1007,1077,1077,1,3,1,3,6,100,2006,1,0,0,0,0
1.0,6762,7,5,2006,1187,1208,1208,2,2,1,4,6,61,2010,0,0,0,0,1
1.0,10206,3,3,1952,0,944,944,1,2,1,2,4,0,2009,1,0,0,0,0
1.0,5400,5,6,1920,691,691,691,1,2,1,5,4,20,2007,0,0,0,0,1
1.0,11957,8,5,2006,1574,1574,1574,2,3,1,4,7,104,2008,0,0,0,0,1
1.0,11500,5,6,1976,1680,1680,1680,2,4,2,3,8,0,2007,1,0,0,0,1
1.0,3182,7,5,2005,1346,1504,1504,2,1,1,4,7,0,2009,0,0,0,0,1
1.0,8385,5,8,1977,985,985,985,2,3,1,3,6,0,2008,0,0,0,1,1
1.0,12155,6,3,1970,1657,1657,1657,2,3,1,3,7,0,2007,0,1,0,0,1
1.0,2217,4,4,1970,546,546,1092,1,3,1,3,6,0,2009,0,0,0,1,1
1.0,12118,7,5,2004,1710,1710,1710,2,3,1,4,7,48,2009,0,0,0,0,1
1.0,6000,5,5,1926,1008,1008,1522,2,4,1,3,7,0,2006,0,0,0,0,1
1.0,21286,5,5,1948,720,720,1271,2,4,1,3,7,0,2008,0,0,0,1,1
1.0,9825,5,5,1965,0,1664,1664,2,4,2,3,8,0,2010,0,0,0,1,0
1.0,10592,6,7,1923,602,900,1502,1,3,1,4,7,0,2007,0,0,0,1,1
1.0,7200,5,4,1910,1022,1022,1022,1,2,1,3,4,30,2009,0,0,0,1,0
1.0,11664,6,5,1948,1082,1082,1082,1,2,1,3,5,130,2007,0,0,0,1,1
1.0,8400,8,6,2001,810,810,1665,2,3,1,4,6,45,2009,0,0,0,0,1
1.0,11883,7,5,1996,1504,1504,1504,2,3,1,4,6,66,2009,0,0,0,0,1
1.0,5814,8,5,1984,1220,1360,1360,1,1,1,4,4,0,2009,0,1,0,0,1
1.0,10784,7,5,1991,384,802,1472,2,3,1,4,7,0,2007,0,1,0,0,1
1.0,3013,7,5,2005,1362,1506,1506,2,2,1,4,6,20,2006,0,0,0,0,1
1.0,7024,4,5,2005,1132,1132,1132,1,2,1,4,5,64,2008,0,0,0,0,1
1.0,7406,7,5,2006,1199,1220,1220,2,2,1,4,6,54,2006,0,0,0,0,1
1.0,9439,5,5,1930,912,912,1248,1,2,1,3,6,0,2007,0,1,0,0,1
1.0,3182,7,5,2005,1346,1504,1504,2,2,1,4,7,20,2008,0,0,0,0,1
1.0,15498,8,6,1976,1565,2898,2898,2,2,1,4,10,72,2008,0,0,0,1,1
1.0,7700,5,5,1972,882,882,882,1,3,1,3,5,0,2007,0,0,0,1,1
1.0,9300,5,5,1960,1268,1264,1264,1,3,1,3,6,0,2010,0,0,0,1,1
1.0,9520,8,5,2007,1638,1646,1646,2,3,1,4,7,44,2008,0,0,0,0,1
1.0,9492,5,5,1941,768,968,1376,1,3,1,3,6,0,2007,0,0,0,1,1
1.0,1680,6,7,1972,672,672,1218,1,3,1,3,7,28,2006,0,1,0,0,1
1.0,7082,5,8,1916,686,948,1928,2,5,2,3,10,0,2006,0,1,0,0,1
1.0,15863,7,3,1920,824,1687,3082,2,5,1,3,12,63,2009,0,0,0,0,1
1.0,14541,8,7,1993,1338,1352,2520,2,5,1,4,10,55,2006,0,0,0,0,1
1.0,8125,7,5,2002,1654,1654,1654,2,3,1,4,6,136,2006,0,0,0,0,1
1.0,6305,5,7,1938,920,954,954,1,2,1,2,5,0,2007,0,0,0,0,1
1.0,11500,4,3,1957,0,845,845,1,3,1,3,5,0,2009,0,0,0,0,0
1.0,12898,9,5,2007,1620,1620,1620,2,2,1,5,6,0,2009,0,0,0,0,1
1.0,9240,8,5,2001,1055,1055,2263,2,3,1,4,7,45,2008,0,0,0,0,1
1.0,1533,4,6,1970,546,798,1344,1,3,1,3,6,0,2009,0,0,0,1,1
1.0,1477,4,4,1970,630,630,630,1,1,1,3,3,0,2009,0,0,0,1,1
1.0,13125,5,4,1957,1134,1803,1803,2,3,1,3,8,0,2006,0,0,0,0,1
1.0,9130,6,8,1966,800,800,1632,1,4,1,4,7,40,2008,0,1,0,0,1
1.0,5381,6,5,2005,1306,1306,1306,2,1,1,4,5,63,2009,0,0,0,0,1
1.0,11839,7,5,1990,1475,1532,2329,2,4,1,4,10,121,2008,0,0,0,0,1
1.0,9600,8,5,1981,2524,2524,2524,2,4,1,4,9,120,2009,0,0,0,1,1
1.0,13680,3,5,1955,0,1733,1733,2,4,1,3,8,0,2009,0,0,0,0,1
1.0,16056,9,5,2005,1992,1992,2868,3,4,1,5,11,108,2006,0,0,0,0,1
1.0,9245,5,5,1994,990,990,990,1,3,1,3,5,0,2008,0,0,0,0,1
1.0,21750,5,4,1960,0,1771,1771,1,3,1,3,9,0,2009,0,0,0,1,1
1.0,11100,4,7,1946,0,930,930,1,2,1,4,6,0,2010,0,0,0,0,1
1.0,8993,7,5,2007,1302,1302,1302,2,3,1,4,6,22,2007,0,0,0,0,1
1.0,11175,7,5,2007,1316,1316,1316,2,3,1,4,6,20,2007,0,0,0,0,1
1.0,9500,6,6,1964,816,1127,1977,1,4,1,3,9,52,2007,0,0,0,1,1
1.0,8562,5,6,1957,1216,1526,1526,1,4,1,3,7,78,2010,0,0,0,0,1
1.0,11367,8,5,2002,1065,1091,1989,2,3,1,4,7,60,2006,0,0,0,0,1
1.0,11361,6,5,1976,1193,1523,1523,2,3,1,3,7,0,2008,0,0,0,1,1
1.0,7052,7,5,2005,1364,1364,1364,2,2,1,4,6,36,2006,0,0,0,0,1
1.0,29959,7,6,1994,973,979,1850,2,3,1,4,7,98,2009,0,0,0,0,1
1.0,11308,9,5,2008,1104,1130,2184,2,3,1,5,10,102,2009,0,0,0,0,1
1.0,11275,6,7,1932,854,1096,1991,1,3,1,3,7,0,2007,0,0,0,1,1
1.0,4920,8,5,2001,1338,1338,1338,2,2,1,4,6,0,2010,0,0,0,0,1
1.0,18000,3,4,1935,894,894,894,1,2,1,3,6,20,2008,0,0,0,1,1
1.0,13600,5,5,1900,662,1422,2337,2,5,2,3,10,57,2007,0,0,0,1,0
1.0,6000,6,6,1925,1103,1103,1103,1,2,1,4,5,120,2006,0,1,0,0,1
1.0,11000,5,6,1966,1154,1154,1154,1,3,1,3,6,58,2009,0,0,0,0,1
1.0,14000,7,5,1996,1306,1306,2260,2,3,1,4,7,44,2010,0,0,0,0,1
1.0,7837,6,7,1993,799,799,1571,2,3,1,3,7,40,2009,0,1,0,0,1
1.0,9760,6,6,1964,780,798,1611,1,4,1,3,7,128,2008,0,0,0,1,1
1.0,3964,6,4,1973,942,1291,2521,2,5,1,3,10,20,2006,0,1,0,0,1
1.0,9600,5,7,1949,845,893,893,1,2,1,4,4,0,2007,0,0,0,1,1
1.0,10152,5,5,1956,1048,1048,1048,1,3,1,3,6,20,2007,0,0,0,1,1
1.0,11700,6,6,1968,727,829,1556,1,4,1,3,8,0,2009,0,0,0,0,1
1.0,7585,5,3,1948,810,1002,1456,1,4,1,3,7,0,2006,1,0,0,0,1
1.0,7950,6,6,1977,690,698,1426,1,3,1,3,6,0,2009,0,0,0,1,1
1.0,8556,7,5,2006,1240,1240,1240,2,2,1,4,5,93,2007,0,0,0,0,1
1.0,13125,7,6,1940,800,960,1740,1,3,1,3,6,0,2007,0,0,0,1,1
1.0,10800,5,8,1936,796,1096,1466,2,3,1,4,7,21,2006,0,1,0,0,1
1.0,15870,5,5,1969,1096,1096,1096,1,3,1,3,6,32,2006,0,0,0,0,1
1.0,4435,6,5,2004,848,848,848,1,1,1,4,3,0,2006,0,0,0,0,1
1.0,8775,5,5,1994,990,990,990,1,3,1,3,5,64,2007,0,1,0,0,1
1.0,11040,6,7,1971,1258,1258,1258,2,3,1,4,5,0,2008,0,0,0,0,1
1.0,7500,5,5,1963,1040,1040,1040,1,3,1,3,5,0,2010,1,0,0,0,1
1.0,8749,7,5,2002,1459,1459,1459,2,3,1,4,6,39,2007,0,0,0,0,1
1.0,8800,6,6,1964,1251,1251,1251,1,3,1,3,6,116,2006,0,0,0,1,1
1.0,13031,6,5,1995,691,691,1498,2,3,1,3,6,44,2006,0,1,0,0,1
1.0,9069,6,6,1992,936,996,996,1,2,1,4,5,0,2010,0,0,0,0,1
1.0,1974,4,5,1973,546,546,1092,1,3,1,3,6,96,2010,0,0,0,1,1
1.0,10574,8,5,2005,1082,1082,1953,2,3,1,4,9,50,2009,0,0,0,0,1
1.0,2522,7,5,2004,970,970,1709,2,3,1,4,7,40,2006,0,0,0,0,1
1.0,3316,8,5,2005,1247,1247,1247,1,1,1,4,4,84,2006,0,0,0,0,1
1.0,8544,3,4,1950,0,1040,1040,2,2,2,3,6,0,2009,1,0,0,0,0
1.0,2160,7,5,1999,600,624,1252,2,2,1,4,4,48,2008,0,0,0,0,1
1.0,8400,6,5,1925,1181,1390,1694,2,4,1,3,7,0,2008,1,0,0,0,1
1.0,9230,5,8,1965,864,1200,1200,1,1,1,4,6,64,2006,0,1,0,0,1
1.0,5868,5,7,1956,936,936,936,1,2,1,3,4,0,2010,0,0,0,0,1
1.0,9317,6,5,2006,1314,1314,1314,2,3,1,4,6,22,2007,0,1,0,0,1
1.0,6882,6,7,1914,684,773,1355,1,3,1,4,7,0,2007,0,0,0,1,1
1.0,3696,8,5,1986,1074,1088,1088,1,2,1,4,5,74,2007,0,0,0,0,1
1.0,6000,4,6,1936,672,757,1324,1,3,1,3,6,0,2009,0,0,0,1,1
1.0,11880,7,5,1978,1271,1601,1601,2,3,1,3,7,0,2009,0,0,0,1,1
1.0,8400,2,5,1920,290,438,438,1,1,1,2,3,0,2009,0,0,0,1,0
1.0,9758,5,5,1971,950,950,950,1,3,1,3,5,0,2007,0,0,0,1,1
1.0,7000,5,7,1960,1010,1134,1134,1,2,1,3,6,16,2007,0,0,0,0,1
1.0,8910,6,6,1959,655,1194,1194,1,3,1,3,6,0,2006,0,0,0,0,1
1.0,2016,5,5,1970,630,630,1302,2,3,1,3,6,0,2007,0,0,0,1,1
1.0,12256,8,5,1994,1463,1500,2622,2,3,1,4,9,32,2010,0,0,0,0,1
1.0,10357,7,5,1990,910,1442,1442,2,3,1,4,6,244,2007,0,1,0,0,1
1.0,23257,7,5,2006,868,887,2021,2,3,1,4,9,100,2006,0,0,0,0,1
1.0,8063,6,5,2000,924,948,1690,2,3,1,3,7,48,2007,0,0,0,0,1
1.0,11362,8,5,2004,1836,1836,1836,2,3,1,4,7,185,2009,0,0,0,0,1
1.0,8000,6,5,1995,773,773,1658,2,3,1,3,8,84,2008,0,1,0,0,1
1.0,10480,7,6,1976,803,1098,1964,2,4,1,3,8,69,2008,0,0,0,1,1
1.0,7100,5,7,1957,816,816,816,1,2,1,3,5,0,2006,0,0,0,1,1
1.0,8923,5,7,1953,1008,1008,1008,1,2,1,4,6,18,2007,0,1,0,0,1
1.0,5400,5,7,1954,833,833,833,1,2,1,4,4,0,2006,0,0,0,0,1
1.0,12085,8,5,2007,1734,1734,1734,2,3,1,5,7,0,2007,0,0,0,0,1
1.0,7750,8,5,2002,408,779,1419,2,3,1,4,7,0,2009,0,0,0,0,1
1.0,9764,5,7,1967,894,894,894,1,3,1,4,5,0,2008,0,0,0,0,1
1.0,13825,5,6,1958,533,1021,1601,1,3,1,3,6,34,2008,0,0,0,1,1
1.0,7560,5,5,1959,1040,1040,1040,1,3,1,3,6,0,2006,0,0,0,1,1
1.0,8263,6,5,1920,1012,1012,1012,1,2,1,3,6,22,2007,0,0,0,1,1
1.0,10084,7,5,2005,1552,1552,1552,2,3,1,4,7,20,2006,0,0,0,0,1
1.0,8926,4,3,1956,672,960,960,1,3,1,3,5,0,2009,0,0,0,0,1
1.0,9405,5,9,1947,698,698,698,1,2,1,3,4,200,2009,0,0,0,0,1
1.0,9125,7,5,1992,384,812,1482,2,3,1,4,7,25,2007,0,1,0,0,1
1.0,10434,4,5,1955,1005,1005,1005,1,2,1,2,5,0,2009,0,0,0,1,1
1.0,3684,7,5,2007,1373,1555,1555,2,2,1,4,7,20,2009,0,0,0,0,1
1.0,14572,7,5,2004,1530,1530,1530,2,3,1,4,7,36,2007,0,0,0,0,1
1.0,11796,7,5,2004,847,847,1959,2,4,1,4,8,48,2007,0,0,0,0,1
1.0,7200,5,5,1980,936,936,936,1,2,1,3,4,0,2007,0,0,0,1,1
1.0,7804,4,3,1928,1122,1328,1981,2,4,1,4,7,44,2009,0,0,0,1,1
1.0,10712,5,5,1991,974,974,974,1,3,1,3,5,28,2007,0,0,0,1,1
1.0,9900,6,4,1880,1008,1178,2210,2,5,1,2,8,48,2007,0,0,0,1,1
1.0,9828,8,5,1995,1128,1142,2020,2,3,1,4,8,155,2009,0,0,0,0,1
1.0,8773,6,5,1997,916,916,1600,2,3,1,3,7,38,2007,0,1,0,0,1
1.0,6180,6,5,1926,960,986,986,1,2,1,3,5,128,2007,0,0,0,1,0
1.0,9600,6,5,1950,1032,1032,1252,1,3,1,3,6,0,2008,0,0,0,1,1
1.0,6342,5,8,1875,780,780,1020,1,2,1,3,6,0,2010,0,1,0,0,0
1.0,9819,6,5,1977,1567,1567,1567,2,2,1,4,5,32,2009,0,0,0,1,1
1.0,8731,5,5,1920,915,1167,1167,1,3,1,3,6,0,2007,0,0,0,1,1
1.0,7350,5,7,1951,952,952,952,1,2,1,3,4,0,2008,0,0,0,1,1
1.0,10304,5,7,1976,780,1088,1868,2,4,1,4,9,96,2009,0,0,0,0,1
1.0,9965,8,5,2006,1466,1466,2828,3,4,1,4,11,144,2007,0,0,0,0,1
1.0,9000,5,3,1959,1006,1006,1006,1,3,1,3,5,24,2008,0,0,0,1,1
1.0,12180,4,4,1941,672,672,924,1,2,1,2,5,0,2010,1,0,0,0,0
1.0,6240,5,6,1928,1042,1042,1576,1,3,1,3,8,0,2006,0,0,0,0,1
1.0,11200,6,5,1985,1298,1298,1298,2,3,1,4,5,26,2006,0,0,0,1,1
1.0,12000,7,7,1941,704,860,1564,1,3,1,2,7,0,2009,0,0,0,0,1
1.0,5700,7,7,1926,572,572,1111,1,2,1,3,5,0,2008,0,0,0,1,1
1.0,9000,7,9,1920,650,832,1482,1,3,1,3,7,0,2009,0,0,0,0,1
1.0,8280,6,5,1950,932,932,932,1,2,1,4,4,0,2007,0,0,0,0,1
1.0,17755,5,4,1959,1466,1466,1466,1,3,1,2,6,140,2006,0,0,0,1,1
1.0,14115,6,7,1956,1073,1811,1811,1,2,1,5,6,0,2006,0,0,0,0,1
1.0,5890,6,8,1930,816,816,816,1,2,1,3,5,0,2008,0,0,0,0,1
1.0,13700,7,6,1965,864,902,1820,1,4,1,4,8,84,2008,0,0,0,1,1
1.0,10768,5,8,1976,1437,1437,1437,2,3,1,4,6,21,2007,0,0,0,1,1
1.0,9350,5,8,1965,1219,1265,1265,2,3,1,4,6,92,2008,0,1,0,0,1
1.0,5001,7,5,2007,1314,1314,1314,2,2,1,4,6,62,2009,0,0,0,0,1
1.0,11932,8,5,2007,1580,1580,1580,2,3,1,4,7,24,2008,0,0,0,0,1
1.0,9120,6,6,1974,901,943,1876,2,4,1,4,8,69,2008,0,0,0,1,1
1.0,2280,6,5,1978,855,855,1456,2,3,1,3,7,0,2010,1,0,0,0,1
1.0,14778,6,7,1954,1296,1640,1640,1,3,1,4,7,0,2008,0,0,0,0,1
1.0,8724,5,5,1968,894,894,894,1,3,1,3,5,0,2007,0,1,0,0,1
1.0,12900,4,4,1969,1198,1258,1258,0,0,2,3,6,0,2008,0,0,0,1,1
1.0,16157,5,7,1978,1360,1432,1432,1,2,1,4,5,180,2007,0,0,0,0,1
1.0,9541,7,5,2009,1502,1502,1502,2,3,1,4,7,114,2009,0,0,0,0,1
1.0,10475,8,5,2008,1694,1694,1694,2,3,1,4,7,33,2010,0,0,0,0,1
1.0,10852,6,5,2000,959,959,1671,2,3,1,3,7,38,2006,0,0,0,0,1
1.0,13728,6,7,1935,1127,1236,2108,2,4,1,4,7,0,2008,0,0,0,0,1
1.0,35760,10,5,1995,1930,1831,3627,3,4,1,4,10,76,2006,0,0,0,0,1
1.0,9880,6,6,1977,1096,1118,1118,1,3,1,3,6,0,2008,0,0,0,1,1
1.0,9120,6,6,1958,1261,1261,1261,1,3,1,3,6,0,2008,0,0,0,0,1
1.0,4017,7,5,2006,625,625,1250,2,2,1,4,5,54,2008,0,0,0,0,1
1.0,18030,5,6,1946,1598,1636,3086,3,3,1,5,12,0,2007,0,0,0,1,1
